,Astrocyte,Endothelial,Excitatory,Inhibitory,Microglia,OD
-3691.755065_48.5431295,0.2781927,0.12852667,0.41834545,0.17493486,1.385904e-07,1.6700051e-07
-3691.755065_548.5431295,0.42275685,0.12530957,0.050004274,0.2841055,0.08499517,0.032828655
-3691.755065_648.5431295,0.21055037,1.1512756e-06,0.58286023,0.20658724,6.9361005e-07,3.7524126e-07
-3691.755065_748.5431295,1.6593456e-05,0.09290169,0.22536533,0.52062804,5.5935434e-06,0.16108277
-3691.755065_848.5431295,0.37604904,0.27899057,3.959887e-07,0.34495977,2.30533e-07,1.360245e-07
-3691.755065_948.5431295,0.45664737,5.2778483e-07,6.63693e-07,0.543345,5.074367e-07,5.840351e-06
-3791.755065_-151.4568705,0.14696825,0.35911146,0.28361747,0.033362933,0.02351787,0.15342206
-3791.755065_-51.4568705,0.14234863,0.24525066,0.44468516,0.084168464,0.07794348,0.0056036264
-3791.755065_1048.5431295,0.74033344,7.923966e-08,3.1403542e-07,0.25966594,1.1959673e-07,6.452015e-08
-3791.755065_1148.5431295,0.3203327,1.425428e-07,4.2915112e-06,0.6796625,2.0184463e-07,1.8139934e-07
-3791.755065_1248.5431295,0.29056853,0.23505522,1.0752947e-06,0.4743748,1.8958676e-07,1.2365123e-07
-3791.755065_1348.5431295,0.14295729,1.3894885e-07,2.4167605e-06,0.84377813,3.4390192e-07,0.013261577
-3791.755065_148.5431295,0.22511208,1.6924325e-07,0.56373525,0.09654683,0.035096742,0.07950894
-3791.755065_248.5431295,0.26330164,0.14929187,0.19090053,0.0396284,0.20668343,0.15019408
-3791.755065_348.5431295,0.12365793,1.8124227e-07,0.39446867,0.1196967,0.16860077,0.19357581
-3791.755065_448.5431295,0.045299847,0.3362622,0.25472486,0.14641581,0.06410728,0.15318999
-3791.755065_48.5431295,2.5293205e-06,0.018284364,0.5614798,0.042686913,0.3002386,0.07730768
-3791.755065_548.5431295,0.1178123,0.17616759,2.8695254e-06,0.20936736,0.43707746,0.0595724
-3791.755065_648.5431295,0.0532284,6.1180646e-07,0.1855309,0.31563237,0.25452635,0.19108133
-3791.755065_748.5431295,0.13640001,0.15999761,0.3494691,0.35413265,3.0457159e-07,3.6888392e-07
-3791.755065_848.5431295,0.21244577,0.34249434,0.09021239,0.093257055,0.10752875,0.1540617
-3791.755065_948.5431295,0.24936181,0.3129031,0.15917395,0.27856085,2.317473e-07,1.0661657e-07
1011.1452947_-149.83643,0.47646078,0.19143674,0.24360552,0.029813906,2.1215553e-06,0.058680963
1011.1452947_-249.83643,0.26416558,0.22956254,3.962026e-07,0.037622813,0.33634695,0.13230176
1011.1452947_-349.83643,0.35386977,5.044473e-07,0.4626929,0.16100372,4.43479e-07,0.022432733
1011.1452947_-449.83643,0.14375252,0.19975995,0.5200491,0.1364379,4.0841712e-07,8.9166704e-08
1011.1452947_-49.83643,0.5330401,0.053185824,0.33198848,0.055585165,0.026200177,1.6412937e-07
1011.1452947_-549.83643,0.4730317,0.21476427,0.13991983,9.35972e-07,0.061989516,0.1102937
1011.1452947_150.16357,0.83450514,0.03942831,0.031827327,0.043024592,0.011362224,0.03985248
1011.1452947_250.16357,0.6434813,0.09897982,1.2096949e-06,0.1069882,0.121079706,0.029469827
1011.1452947_350.16357,0.050731763,0.019212121,0.30303943,0.5305442,0.058433905,0.038038485
1011.1452947_450.16357,0.35778826,0.23884901,4.2222695e-07,0.40336192,1.6877968e-07,2.716392e-07
1011.1452947_50.16357,0.1370603,0.10418998,0.17683236,0.3336865,0.042810187,0.20542064
1011.1452947_550.16357,0.12250765,0.030437516,0.09799624,0.7197291,2.2850742e-07,0.029329259
1011.1452947_650.16357,0.4785992,0.03537625,4.9946634e-06,0.42574817,1.583456e-07,0.06027126
1011.1452947_750.16357,0.04305065,0.0020919493,0.57748246,0.37737444,2.867417e-07,1.0486285e-07
1011.1452947_850.16357,0.34024096,0.09394366,0.22068946,0.29804787,2.606117e-07,0.047077753
1011.1452947_950.16357,0.14366609,2.431758e-07,0.40589198,0.179672,0.15932044,0.11144922
1111.1452947_-149.83643,0.21724619,7.141657e-07,0.43121746,0.17709994,0.17443494,7.844098e-07
1111.1452947_-249.83643,0.40959775,0.3325094,0.10523748,0.1526545,6.4731785e-07,2.4049297e-07
1111.1452947_-349.83643,0.5274869,2.687278e-07,0.25732112,0.14541171,0.059554506,0.01022541
1111.1452947_-449.83643,0.40734684,0.0342718,0.37232584,0.1860525,1.5303267e-06,1.5613513e-06
1111.1452947_-49.83643,0.5750599,0.0003262988,0.02450116,0.06797844,0.034773063,0.29736117
1111.1452947_-549.83643,0.27678302,0.19429062,0.20715411,0.16151312,5.2712276e-05,0.16020642
1111.1452947_150.16357,0.6499774,0.120037325,0.22998466,3.6888684e-07,1.3220472e-07,9.510331e-08
1111.1452947_250.16357,0.03223824,0.15859759,0.19198689,0.49317625,0.00852561,0.11547545
1111.1452947_350.16357,0.012395791,0.24583435,2.387493e-06,0.6601655,2.969583e-07,0.08160169
1111.1452947_450.16357,3.702159e-05,0.030651681,0.15054753,0.7684859,5.328485e-07,0.050277337
1111.1452947_50.16357,0.4498972,1.166758e-06,1.4379821e-06,0.46824124,3.2199722e-07,0.08185861
1111.1452947_550.16357,0.038312353,0.059117373,0.40870366,0.49386626,1.06808734e-07,2.0601584e-07
1111.1452947_650.16357,0.50452805,0.116673246,3.1384792e-05,0.37876683,1.9095093e-07,2.8182674e-07
1111.1452947_750.16357,0.71143717,7.223724e-07,9.577346e-07,0.28855196,8.954433e-06,2.557139e-07
1111.1452947_850.16357,0.18158382,0.19341992,0.16451678,0.15155926,0.0563961,0.25252414
1111.1452947_950.16357,0.044750363,0.09548925,0.014729872,1.1510883e-07,0.120293565,0.72473687
1211.1452947_-149.83643,0.4404819,0.46686468,0.03608136,3.6873164e-06,0.056568276,1.6303865e-07
1211.1452947_-249.83643,0.3874359,7.880593e-07,0.6125449,1.4735498e-05,2.9751907e-06,6.662476e-07
1211.1452947_-349.83643,0.36844063,0.22596963,0.18465623,0.1496686,4.4397316e-07,0.071264505
1211.1452947_-449.83643,0.6017723,0.19436483,0.20386222,5.0981504e-07,1.3265871e-07,1.4720491e-07
1211.1452947_-49.83643,0.31570527,0.5054745,0.00027951345,2.5466313e-06,6.16745e-07,0.17853756
1211.1452947_-549.83643,0.24753413,0.40529165,0.09459878,0.25257376,8.2080754e-07,8.5826093e-07
1211.1452947_150.16357,0.00012128338,0.3782914,1.2830743e-06,0.37550384,0.061419405,0.18466276
1211.1452947_250.16357,0.28048804,0.19467445,1.1565131e-06,0.46502778,3.60456e-07,0.059808224
1211.1452947_350.16357,9.091069e-06,0.046228338,0.16594268,0.76182836,2.088549e-07,0.025991332
1211.1452947_450.16357,0.1113049,6.3160616e-07,2.7983474e-06,0.8415585,4.3978847e-07,0.047132727
1211.1452947_50.16357,0.33982733,0.5287392,2.3625094e-05,1.3841537e-06,9.03334e-07,0.13140745
1211.1452947_550.16357,0.6908796,1.2368244e-05,2.4235046e-06,0.309105,3.5289017e-07,2.5174782e-07
1211.1452947_650.16357,0.20113003,0.23949508,1.1211835e-06,0.55937296,3.0694227e-07,4.4803517e-07
1211.1452947_750.16357,0.56117886,9.017818e-07,0.22774339,0.08514866,0.040904645,0.085023515
1211.1452947_850.16357,0.13499717,0.35157686,0.08503819,3.8023893e-06,0.054559376,0.3738246
1211.1452947_950.16357,8.099997e-08,3.2693768e-07,0.018906472,4.9220162e-08,2.202805e-07,0.9810929
1311.1452947_-149.83643,6.717372e-05,1.6743843e-06,0.24845299,0.29443002,0.3751287,0.08191947
1311.1452947_-249.83643,0.39002523,0.217788,4.6891637e-06,0.07204004,0.32014078,1.3259976e-06
1311.1452947_-349.83643,0.5098037,6.8544244e-07,2.7435356e-06,0.44433796,8.364448e-07,0.04585397
1311.1452947_-449.83643,0.2501532,0.068521574,0.33582354,0.3454993,5.0229283e-07,1.8237597e-06
1311.1452947_-49.83643,0.1701755,1.8842086e-06,0.11670214,0.64263195,1.6727063e-06,0.070486866
1311.1452947_-549.83643,0.44136754,0.029265737,3.0074823e-06,0.20399153,0.18841662,0.13695557
1311.1452947_150.16357,0.20246665,5.8349286e-07,1.2864411e-06,0.7521317,5.9148323e-07,0.04539919
1311.1452947_250.16357,0.69554806,0.12862211,1.0766469e-06,0.17582786,1.7021796e-07,6.6066286e-07
1311.1452947_350.16357,0.16732351,0.36670238,1.2670185e-06,0.24178249,0.09459793,0.12959248
1311.1452947_450.16357,0.32946056,0.20507327,0.04332937,0.37700665,1.2869335e-06,0.04512888
1311.1452947_50.16357,0.60690635,7.577808e-07,1.5056729e-06,0.18212393,0.19198003,0.018987443
1311.1452947_550.16357,0.7602707,3.3385956e-07,7.2016365e-07,0.21539275,2.97844e-07,0.02433518
1311.1452947_650.16357,0.6387271,0.026157858,0.19927274,0.0422753,0.093566604,4.0228048e-07
1311.1452947_750.16357,0.38326144,0.0268408,0.37700793,0.21288885,3.0345802e-07,7.5981507e-07
1311.1452947_850.16357,0.17317574,0.27564484,0.28605825,0.018671647,0.00049825705,0.24595132
1311.1452947_950.16357,0.008315628,0.10558786,0.22638075,0.12569512,0.18131113,0.35270947
1411.1452947_-149.83643,0.38155785,0.4228082,0.0051873494,0.19044533,5.8076273e-07,6.522531e-07
1411.1452947_-249.83643,0.7530293,0.18390098,9.799069e-07,0.06306624,2.275126e-06,2.6650613e-07
1411.1452947_-349.83643,0.3265652,0.08635705,0.14395426,0.38782197,6.3602084e-07,0.055300806
1411.1452947_-449.83643,0.17227441,0.19707538,0.34194738,0.28870118,2.0348911e-07,1.3952639e-06
1411.1452947_-49.83643,0.42591763,0.16219173,1.534315e-06,0.23903085,0.09589966,0.07695865
1411.1452947_-549.83643,0.32241678,3.973906e-07,0.096723534,0.48564845,2.1042909e-07,0.09521066
1411.1452947_150.16357,0.5533462,0.29656905,9.339706e-07,0.15008257,8.791314e-07,3.2713368e-07
1411.1452947_250.16357,0.18809532,2.6810173e-07,0.09520665,0.61688167,3.5981654e-07,0.09981571
1411.1452947_350.16357,0.08346744,0.03114314,1.1388844e-06,0.14703766,0.51933575,0.2190149
1411.1452947_450.16357,0.28640077,0.21073277,0.11511305,0.24917306,0.08203426,0.056546096
1411.1452947_50.16357,0.42622995,1.2380309e-06,1.0893476e-06,0.204283,0.32480362,0.044681083
1411.1452947_550.16357,0.47239834,6.489206e-07,0.18337816,0.28748894,3.3258928e-07,0.056733496
1411.1452947_650.16357,0.14004157,0.5451928,0.1344738,0.11527015,0.065021634,1.2307567e-07
1411.1452947_750.16357,0.548347,3.995027e-07,0.098010994,0.11738317,0.23625828,7.783818e-08
1411.1452947_850.16357,0.47763166,2.2069298e-07,0.50221235,0.020154512,3.745067e-07,7.644456e-07
1411.1452947_950.16357,0.49270126,0.09642844,0.27451095,4.6082018e-08,0.014218823,0.12214042
1511.1452947_-149.83643,0.5682199,0.01941361,0.07649709,0.090460695,2.2991687e-06,0.24540631
1511.1452947_-249.83643,0.047544256,3.3589076e-06,1.1169316e-05,0.26925534,0.5842792,0.09890666
1511.1452947_-349.83643,0.117539816,9.303019e-07,0.052676488,0.2626882,0.5208177,0.0462769
1511.1452947_-449.83643,0.42842978,1.0338894e-07,0.33964851,0.23192088,1.5535777e-07,5.474534e-07
1511.1452947_-49.83643,0.13240106,0.2530625,0.34887025,0.25051105,2.2289876e-07,0.015154876
1511.1452947_-549.83643,0.61933386,0.35289547,2.1090627e-06,0.027767863,3.4562112e-07,2.8977178e-07
1511.1452947_150.16357,0.87695265,0.056399465,4.5452123e-07,0.066646606,3.305403e-07,5.105597e-07
1511.1452947_250.16357,0.5300192,0.2064148,1.494152e-06,0.086391404,7.3912486e-07,0.17717221
1511.1452947_350.16357,0.7826546,1.4310395e-06,1.1796667e-06,0.05291085,0.1644318,2.4712085e-07
1511.1452947_450.16357,0.2928802,5.4722506e-07,1.7708928e-05,0.40296063,0.2314339,0.07270711
1511.1452947_50.16357,0.2556105,0.59095806,2.4602127e-06,0.09712808,3.9719782e-07,0.056300543
1511.1452947_550.16357,0.41054395,0.29689917,0.15760052,0.13495591,2.7052138e-07,1.6563088e-07
1511.1452947_650.16357,0.41013622,0.4560313,0.021175826,0.11265596,3.7010105e-07,3.4484663e-07
1511.1452947_750.16357,0.74261117,0.21923281,0.006521022,0.031634476,2.482902e-07,3.319606e-07
1511.1452947_850.16357,0.34458265,0.19194011,0.41747752,0.045999322,3.31467e-07,1.2330403e-07
1511.1452947_950.16357,0.036869783,5.889921e-07,0.84336925,5.744645e-08,4.691056e-07,0.11975981
1611.1452947_-149.83643,0.8364177,5.7136634e-07,0.018376669,0.06907338,0.07613121,4.2310683e-07
1611.1452947_-249.83643,0.0002599353,9.4662227e-07,0.11772395,0.44203043,0.37069276,0.069291905
1611.1452947_-349.83643,0.5851597,0.33266798,7.096744e-07,0.08217102,4.058851e-07,2.2328152e-07
1611.1452947_-449.83643,0.25823042,0.5139689,1.2268083e-06,0.19337508,6.2420753e-07,0.034423754
1611.1452947_-49.83643,0.28696072,0.4699437,2.4193967e-06,0.23235835,2.182885e-06,0.010732755
1611.1452947_-549.83643,0.05009034,2.58248e-06,5.141126e-06,3.6077253e-07,5.356204e-07,0.949901
1611.1452947_150.16357,0.39883512,0.4810333,2.4885185e-07,0.034505367,0.08562586,8.601906e-08
1611.1452947_250.16357,0.78269225,0.02327881,1.0277357e-06,0.15036087,4.9373652e-06,0.043662086
1611.1452947_350.16357,0.6099963,0.2830851,0.04898542,0.05793227,3.309305e-07,5.758354e-07
1611.1452947_450.16357,0.4202339,0.5797639,8.6757154e-07,7.052786e-07,4.2292368e-07,1.5595842e-07
1611.1452947_50.16357,0.64992297,0.3500528,6.0025457e-07,2.2923907e-05,5.748339e-07,1.8466739e-07
1611.1452947_550.16357,0.50054586,0.34734634,0.14491646,0.007190684,2.9801257e-07,2.953248e-07
1611.1452947_650.16357,0.6213382,0.17801057,0.093488894,9.557724e-07,0.10716123,1.8392683e-07
1611.1452947_750.16357,0.6805268,0.038323946,0.048453007,1.0779122e-06,0.232695,1.3410367e-07
1611.1452947_850.16357,0.43414512,0.3950837,0.1294356,9.6508884e-08,0.04133524,1.9490669e-07
1611.1452947_950.16357,0.20427927,0.2235181,0.572201,6.406559e-08,1.412401e-06,8.148272e-08
1711.1452947_-149.83643,0.41795304,0.19996908,0.04575645,0.048312355,0.2047263,0.083282806
1711.1452947_-249.83643,0.43196085,0.14123589,1.0498866e-06,0.06799851,0.35880348,2.1570628e-07
1711.1452947_-349.83643,0.7644743,0.1940455,0.04146656,1.25898305e-05,8.228287e-07,2.3555472e-07
1711.1452947_-449.83643,0.42987233,0.21922876,0.2554035,0.014616702,0.08087829,4.4019686e-07
1711.1452947_-49.83643,0.25609148,0.7139822,1.5798406e-06,4.027419e-06,2.517442e-06,0.029918168
1711.1452947_-549.83643,0.49912518,4.0237032e-06,8.6999233e-07,0.11401528,5.0421204e-06,0.3868496
1711.1452947_150.16357,0.6323983,0.36752117,9.3807586e-07,7.916896e-05,2.4079898e-07,1.238073e-07
1711.1452947_250.16357,0.9081436,0.091846704,1.0017627e-06,7.717681e-06,6.08098e-07,3.8247532e-07
1711.1452947_350.16357,0.7840038,1.3512372e-05,0.21586521,0.000110430046,4.6189763e-07,6.566024e-06
1711.1452947_450.16357,0.40860817,0.58186996,0.009519824,1.8013421e-06,2.4859622e-07,1.2069769e-07
1711.1452947_50.16357,0.8946192,1.5607959e-06,3.3649483e-06,0.07317072,5.4573485e-07,0.032204594
1711.1452947_550.16357,0.07186061,0.55708665,0.30714065,1.4165475e-06,1.0584329e-06,0.06390963
1711.1452947_650.16357,0.6451873,0.30776381,0.047048014,2.8119092e-07,3.5935903e-07,2.1741381e-07
1711.1452947_750.16357,0.68707114,1.0798664e-06,0.31292573,5.862968e-07,7.613818e-07,6.1402875e-07
1711.1452947_850.16357,0.28994277,0.57543576,0.0065921023,7.164137e-07,0.12802815,5.158242e-07
1711.1452947_950.16357,0.6377475,0.07735086,0.23641603,4.5733866e-08,0.048485372,1.1182222e-07
1811.1452947_-149.83643,0.0867599,0.3004549,0.4774194,0.13536555,1.455056e-07,1.1123236e-07
1811.1452947_-249.83643,0.12226234,4.731279e-07,0.49115688,0.2557755,0.13080227,2.5446507e-06
1811.1452947_-349.83643,0.008600653,0.22356209,0.47898588,0.25110823,2.6842486e-07,0.037742928
1811.1452947_-449.83643,0.48344377,0.4902365,8.3745435e-05,0.02623483,2.3244301e-07,9.728618e-07
1811.1452947_-49.83643,0.10110658,5.623093e-07,0.7501335,0.020344114,2.5236382e-05,0.12838995
1811.1452947_-549.83643,0.28459495,6.473049e-07,7.590184e-07,0.034786638,0.05232556,0.6282915
1811.1452947_150.16357,0.61913,0.22568256,8.1744605e-07,0.047107637,0.025212405,0.08286656
1811.1452947_250.16357,0.5239359,0.30989075,0.045962527,0.05756683,0.06264361,3.817052e-07
1811.1452947_350.16357,0.40516827,0.49718615,3.3505404e-07,0.09764467,4.1493718e-07,1.321148e-07
1811.1452947_450.16357,0.3292486,0.19628076,0.11233558,0.23023775,0.06397243,0.0679249
1811.1452947_50.16357,0.6976892,0.26004443,3.4221096e-06,1.1992114e-06,3.509088e-07,0.04226137
1811.1452947_550.16357,0.12183321,0.32691956,0.1841293,0.31650865,4.123506e-07,0.050608803
1811.1452947_650.16357,0.4844948,0.1993954,0.14688662,0.1139676,0.0066075297,0.048648022
1811.1452947_750.16357,0.6402025,2.2901218e-06,0.24233152,0.09568419,2.033381e-07,0.021779412
1811.1452947_850.16357,0.28554073,0.37176177,0.34269714,6.618347e-08,1.4864438e-07,6.645885e-08
1811.1452947_950.16357,0.1295513,0.091289215,0.7791593,3.6299088e-08,7.352821e-08,7.650541e-08
1911.1452947_-149.83643,0.29577932,3.2176808e-07,0.01897038,0.4640223,3.2252842e-07,0.22122735
1911.1452947_-249.83643,0.26993015,0.25478175,1.2630474e-06,0.10641986,0.06664808,0.30221882
1911.1452947_-349.83643,2.179847e-06,0.27757803,1.6697703e-06,0.6879638,5.668841e-07,0.03445376
1911.1452947_-449.83643,0.2822454,2.9562108e-07,0.32006553,0.37566775,2.3355231e-07,0.022020793
1911.1452947_-49.83643,0.3031619,0.35094565,0.08210014,0.26379165,2.3953714e-07,3.961173e-07
1911.1452947_-549.83643,0.3925123,0.34771264,3.927704e-07,0.07866467,4.5988997e-07,0.18110952
1911.1452947_150.16357,0.11985211,0.2633962,4.8886154e-06,0.5250432,3.846729e-07,0.09170327
1911.1452947_250.16357,0.52159375,0.11282412,1.7203599e-06,0.15466906,6.216353e-07,0.2109107
1911.1452947_350.16357,0.53664464,0.18232632,8.3562287e-07,0.24875057,2.8640025e-07,0.032277387
1911.1452947_450.16357,0.47157192,0.45062777,1.3985143e-06,7.67844e-06,1.1349666e-06,0.07779017
1911.1452947_50.16357,0.1770812,3.145707e-07,0.20540002,0.34511873,4.477165e-07,0.27239922
1911.1452947_550.16357,0.58678925,0.0047737653,0.0580841,0.22664443,5.466199e-07,0.123707965
1911.1452947_650.16357,0.8932196,0.027576208,0.07920336,4.6124404e-07,1.836189e-07,2.1175805e-07
1911.1452947_750.16357,0.48092085,6.6954755e-07,0.19839333,0.32067204,4.275506e-07,1.2731615e-05
1911.1452947_850.16357,0.36994925,0.3158827,0.059055883,1.6405203e-07,0.061816778,0.19329523
1911.1452947_950.16357,0.3027727,8.89578e-08,0.6743659,5.8199685e-08,1.0546931e-07,0.022861164
2011.1452947_-149.83643,0.2028413,4.554295e-07,9.688142e-05,0.6414494,9.4180325e-07,0.15561108
2011.1452947_-249.83643,0.045984883,0.06068781,0.64849794,0.10149999,0.11627203,0.027057312
2011.1452947_-349.83643,0.27393505,3.6904328e-07,0.6797287,0.0034844254,1.217717e-07,0.042851377
2011.1452947_-449.83643,0.36889383,0.2302,0.1097879,0.14071514,0.13268691,0.017716266
2011.1452947_-49.83643,0.3627221,0.23882836,0.13781467,0.048338145,6.14451e-07,0.21229611
2011.1452947_-549.83643,0.15985183,0.036814474,0.14204969,0.17905176,0.19852476,0.28370753
2011.1452947_150.16357,0.18450032,0.12423877,0.1643792,0.3646084,5.973907e-07,0.16227283
2011.1452947_250.16357,2.5246705e-05,0.01203533,0.18738219,0.3536144,1.9427005e-06,0.44694087
2011.1452947_350.16357,0.21436873,0.43630207,1.6468856e-06,0.28100544,2.4985405e-07,0.068321876
2011.1452947_450.16357,0.5851808,0.18529448,2.5176698e-06,0.2295194,1.1692007e-06,1.5996116e-06
2011.1452947_50.16357,0.14899905,2.8255116e-07,0.2315282,0.20626394,0.28243816,0.13077036
2011.1452947_550.16357,0.72568136,1.484493e-06,1.0878142e-06,3.2242708e-05,0.17026429,0.10401954
2011.1452947_650.16357,0.25355807,0.21866956,0.25724584,0.27052543,4.9576494e-07,5.0351383e-07
2011.1452947_750.16357,0.2892118,0.18945986,0.10994018,0.10751806,0.10940314,0.1944669
2011.1452947_850.16357,0.25222123,0.27704442,0.40955105,0.061182335,6.5259235e-07,3.6252953e-07
2011.1452947_950.16357,0.1795052,0.23370996,0.4693355,5.4620166e-08,0.036070634,0.081378676
2111.1452947_-149.83643,0.5294594,0.12991811,0.0037007018,0.10936335,0.22755805,4.3591268e-07
2111.1452947_-249.83643,0.4370644,0.028465737,0.41725183,0.08553727,2.262173e-07,0.031680543
2111.1452947_-349.83643,0.10952917,0.28278646,0.5062862,0.10139779,3.6482658e-07,1.0626386e-07
2111.1452947_-449.83643,0.22947487,0.55039716,0.07085654,0.14926231,8.694113e-06,3.503985e-07
2111.1452947_-49.83643,0.119425386,0.7998542,2.6589305e-05,0.00015307618,3.7937677e-06,0.08053692
2111.1452947_-549.83643,0.4006888,0.25900674,4.4560616e-06,0.3063278,3.1192846e-07,0.03397194
2111.1452947_150.16357,0.30141276,0.1544454,0.2236152,0.19510245,0.12542409,8.266345e-08
2111.1452947_250.16357,0.2771168,0.22931713,9.69697e-07,0.4935647,2.6395892e-07,1.6777449e-07
2111.1452947_350.16357,0.2605898,0.04827854,0.014921802,0.50295,2.6755214e-07,0.17325959
2111.1452947_450.16357,0.25121245,0.3171857,0.15674889,0.18602312,2.091195e-07,0.08882967
2111.1452947_50.16357,0.30831644,0.045866694,3.4313668e-06,0.20923294,0.43657997,5.836057e-07
2111.1452947_550.16357,0.29676425,3.9408465e-07,2.9788366e-06,0.24688381,0.0612845,0.39506406
2111.1452947_650.16357,0.15850659,0.46982542,0.01303437,0.35863286,5.7404384e-07,1.5917279e-07
2111.1452947_750.16357,0.34947476,0.20285363,0.29036257,0.155151,0.0021580139,5.2710856e-08
2111.1452947_850.16357,0.042365592,0.03554712,0.11894625,0.011797289,0.21310137,0.57824236
2111.1452947_950.16357,5.0293764e-08,0.103278525,0.062312294,0.029307865,0.22001565,0.58508563
2211.1452947_-149.83643,0.5491017,0.35292092,3.7745664e-07,0.09797681,1.2453948e-07,8.875668e-08
2211.1452947_-249.83643,0.20126598,1.7017803e-07,0.46172187,0.049159203,0.031791672,0.25606108
2211.1452947_-349.83643,0.5913094,3.9524974e-07,3.156148e-06,0.3928185,3.539066e-07,0.015868168
2211.1452947_-449.83643,0.23117271,0.39904332,0.25194138,0.11784205,3.2295742e-07,2.3538527e-07
2211.1452947_-49.83643,0.38258877,0.5033609,1.5725458e-06,0.1140474,6.9565897e-07,6.064847e-07
2211.1452947_-549.83643,0.44586155,0.00015295281,0.33598006,0.17481245,0.04319243,5.472639e-07
2211.1452947_150.16357,0.50962424,4.535775e-07,0.3253104,0.1316359,7.024261e-07,0.033428337
2211.1452947_250.16357,0.17455782,0.32963714,9.732956e-07,0.46506298,4.798294e-07,0.03074067
2211.1452947_350.16357,0.026061308,0.14765991,1.3866314e-06,0.5567644,2.7421788e-06,0.2695102
2211.1452947_450.16357,0.26854825,0.1016331,0.20234285,0.4274755,1.4310805e-07,1.7066667e-07
2211.1452947_50.16357,0.52841336,0.071842894,7.159493e-07,0.1214523,0.21215686,0.06613387
2211.1452947_550.16357,0.0073769502,8.00375e-08,0.53578913,0.45683315,7.820762e-08,5.1612386e-07
2211.1452947_650.16357,0.17274643,0.049638037,0.47657776,0.30103752,1.9688821e-07,9.341335e-08
2211.1452947_750.16357,0.34948197,0.12814227,4.10927e-06,0.52237135,1.7041265e-07,1.2361876e-07
2211.1452947_850.16357,0.1905543,2.6653638e-07,0.016512657,0.028194178,0.20532331,0.5594152
2211.1452947_950.16357,0.003263475,0.08168383,4.5041164e-05,4.151446e-08,0.030967794,0.8840398
2311.1452947_-149.83643,0.6559627,0.22843254,0.1156039,4.948866e-07,2.135919e-07,2.184157e-07
2311.1452947_-249.83643,0.2217395,0.24660574,0.32566527,1.140725e-06,1.8622072e-07,0.20598821
2311.1452947_-349.83643,0.5701135,0.016766934,0.23158422,0.1634344,3.5762437e-07,0.018100535
2311.1452947_-449.83643,0.3365601,0.03118319,0.532023,5.219849e-06,0.10022818,2.402583e-07
2311.1452947_-49.83643,0.058528718,0.32677326,0.22636536,0.2367124,6.26053e-06,0.151614
2311.1452947_-549.83643,0.31189808,0.5047519,0.12066809,0.06267872,3.116075e-06,5.129279e-08
2311.1452947_150.16357,0.3802325,0.3914436,0.18951091,0.038812693,1.6633888e-07,7.4297425e-08
2311.1452947_250.16357,0.039277118,0.12062625,0.06852269,0.27320045,0.25909656,0.23927696
2311.1452947_350.16357,0.5475179,0.14631945,7.0980917e-07,0.25465477,5.499284e-07,0.051506616
2311.1452947_450.16357,0.13573809,3.5557994e-07,4.1672055e-07,0.3392044,0.24611603,0.2789407
2311.1452947_50.16357,0.1450511,0.16629776,3.3157855e-06,0.44580156,0.24284571,4.7451246e-07
2311.1452947_550.16357,0.2457968,0.013105635,0.048403613,0.5067908,1.3525354e-07,0.18590294
2311.1452947_650.16357,0.32429826,1.5541855e-07,5.7760793e-05,0.63262546,2.077088e-07,0.04301817
2311.1452947_750.16357,0.09631221,3.1875257e-07,0.0001317397,0.8417968,4.2656328e-07,0.06175851
2311.1452947_850.16357,0.16118082,0.42820305,0.17385921,0.13648821,5.194085e-07,0.10026819
2311.1452947_950.16357,0.16359453,0.12944539,0.34132764,0.08606937,0.16315427,0.11640879
2411.1452947_-149.83643,0.17247818,2.732504e-07,0.44567844,0.18044889,0.07238202,0.12901223
2411.1452947_-249.83643,0.0336193,0.086576946,0.1779704,0.38907984,0.162524,0.15022954
2411.1452947_-349.83643,0.24576262,0.32563326,0.2522852,0.13898958,0.037329324,6.547626e-08
2411.1452947_-449.83643,0.26861343,8.673053e-08,0.43707252,0.17511636,0.119197585,3.499662e-08
2411.1452947_-49.83643,0.3491952,3.244509e-07,0.31548238,0.16639125,1.8492391e-06,0.16892898
2411.1452947_-549.83643,0.33173394,0.18687563,2.441417e-07,0.05537419,7.7226076e-07,0.42601526
2411.1452947_150.16357,0.11181073,0.03811158,1.6077126e-06,0.33461943,0.26532653,0.25013015
2411.1452947_250.16357,0.29355568,9.128109e-07,3.2762116e-06,0.5157325,0.13530292,0.055404697
2411.1452947_350.16357,0.15182862,2.83699e-07,0.13885063,0.34798348,5.8480185e-07,0.36133647
2411.1452947_450.16357,0.1627287,0.78229123,9.245253e-07,0.054977544,1.2143571e-06,3.6226183e-07
2411.1452947_50.16357,0.03181053,1.4946629e-06,6.818009e-06,0.50156987,0.26214725,0.20446402
2411.1452947_550.16357,0.13170959,1.57793e-07,1.6176392e-06,0.8547532,2.7133123e-07,0.0135352
2411.1452947_650.16357,0.39158744,0.1505428,0.08449254,0.27030042,1.550728e-06,0.1030753
2411.1452947_750.16357,0.41993457,3.7559295e-07,1.2648536e-06,0.5468049,1.9060695e-07,0.03325862
2411.1452947_850.16357,0.21742934,0.039356723,5.330918e-06,0.65037686,4.8277855e-07,0.092831224
