,Astrocyte,Endothelial,Excitatory,Inhibitory,Microglia,OD,res_ss
2679.730793_3130.950073,0.27526966,0.051528956,0.151737103,0.119154024,0.143549326,0.258760931,0
2679.730793_3230.950073,0.304729816,0.145611202,0.083445487,0.134020041,0.250860999,0.081332455,0
2679.730793_3330.950073,0.313872101,0.111044416,0.133228879,0.184248782,0.170529688,0.087076134,0
2679.730793_3430.950073,0.210696985,0.221116681,0.151586145,0.170124054,0.178849188,0.067626947,0
2679.730793_3530.950073,0.15828652,0.116173494,0.307078433,0.26958266,0.087943957,0.060934936,0
2679.730793_3630.950073,0.129890191,0.155884727,0.216637889,0.24009209,0.046142705,0.211352398,0
2679.730793_3730.950073,0.212844608,0.131480283,0.207762875,0.195911096,0.195516546,0.056484592,0
2679.730793_3830.950073,0.211130311,0.148977941,0.184986443,0.266619207,0.140072776,0.048213322,0
2679.730793_3930.950073,0.269314204,0.254327678,0.16188403,0.158024056,0.150964951,0.005485082,0
2679.730793_4030.950073,0.180639159,0.127200503,0.24181071,0.206018506,0.136531681,0.107799441,0
2679.730793_4130.950073,0.172471078,0.144950756,0.191498932,0.236660376,0.201099241,0.053319616,0
2679.730793_4230.950073,0.189288658,0.16337261,0.227244031,0.262338503,0.129113859,0.028642339,0
-2291.755065_-151.4568705,0.302385698,0.1984174,0.06868941,0.084782414,0.248535152,0.097189925,0
-2291.755065_-51.4568705,0.181434994,0.109375258,0.131863073,0.116002493,0.16894543,0.292378752,0
-2291.755065_1048.5431295,0.224971744,0.175236495,0.259068124,0.251110373,0.042462695,0.047150569,0
-2291.755065_1148.5431295,0.197333697,0.107067516,0.178148267,0.248005402,0.237763607,0.03168151,0
-2291.755065_1248.5431295,0.155210917,0.119701682,0.238698473,0.259406951,0.145957468,0.081024509,0
-2291.755065_1348.5431295,0.280298199,0.116002019,0.239440424,0.258702281,0.031932836,0.073624242,0
-2291.755065_148.5431295,0.185935005,0.199415697,0.16437054,0.172960809,0.158354529,0.11896342,0
-2291.755065_248.5431295,0.186119868,0.136470744,0.127255862,0.221493409,0.227348766,0.101311351,0
-2291.755065_348.5431295,0.188518425,0.136267433,0.12972436,0.132745026,0.15073622,0.262008535,0
-2291.755065_448.5431295,0.215513387,0.110474157,0.203192905,0.196728615,0.121363765,0.152727171,0
-2291.755065_48.5431295,0.314071954,0.178305105,0.15048889,0.159678997,0.121428201,0.076026853,0
-2291.755065_548.5431295,0.181580419,0.098627751,0.206400564,0.239849396,0.117494379,0.156047491,0
-2291.755065_648.5431295,0.28332843,0.159370054,0.142169052,0.197438527,0.128268972,0.089424966,0
-2291.755065_748.5431295,0.221042495,0.159511195,0.169103547,0.208027944,0.163702763,0.078612055,0
-2291.755065_848.5431295,0.316385575,0.151474188,0.153958555,0.13690652,0.163982516,0.077292646,0
-2291.755065_948.5431295,0.260216137,0.123974031,0.213768573,0.234580823,0.067011348,0.100449089,0
-2391.755065_-151.4568705,0.276028978,0.131187691,0.11702257,0.174051722,0.134752571,0.166956468,0
-2391.755065_-51.4568705,0.279654741,0.09751504,0.170344344,0.227797461,0.04198087,0.182707543,0
-2391.755065_1048.5431295,0.189425523,0.168046543,0.138189971,0.294218111,0.170593418,0.039526434,0
-2391.755065_1148.5431295,0.212432502,0.132951502,0.135753871,0.232249102,0.192743451,0.093869573,0
-2391.755065_1248.5431295,0.138994823,0.201089619,0.106201316,0.239858044,0.248097413,0.065758786,0
-2391.755065_1348.5431295,0.219320227,0.148665617,0.165616108,0.242912812,0.164102582,0.059382654,0
-2391.755065_148.5431295,0.22411659,0.180027368,0.167864007,0.225265254,0.182003195,0.020723587,0
-2391.755065_248.5431295,0.177597413,0.123365898,0.178619164,0.182287784,0.218695657,0.119434083,0
-2391.755065_348.5431295,0.231708839,0.067243366,0.290110584,0.175705645,0.148292841,0.086938726,0
-2391.755065_448.5431295,0.251418823,0.149194488,0.189041112,0.139954273,0.144215033,0.126176272,0
-2391.755065_48.5431295,0.166648744,0.114482932,0.259225785,0.262664134,0.057808012,0.139170393,0
-2391.755065_548.5431295,0.277192963,0.185451486,0.189117822,0.158699536,0.141466293,0.048071901,0
-2391.755065_648.5431295,0.258025888,0.185573743,0.195191992,0.176460582,0.082427802,0.102319993,0
-2391.755065_748.5431295,0.217006879,0.113870467,0.218901681,0.203723567,0.144612928,0.101884478,0
-2391.755065_848.5431295,0.238928368,0.282344895,0.081968364,0.160487153,0.171826384,0.064444836,0
-2391.755065_948.5431295,0.227301784,0.192693199,0.235797455,0.244082465,0.082355567,0.017769529,0
-2491.755065_-151.4568705,0.153554391,0.127067682,0.208675449,0.242607187,0.105621914,0.162473378,0
-2491.755065_-51.4568705,0.164452454,0.092238597,0.253595602,0.261613092,0.086587003,0.141513252,0
-2491.755065_1048.5431295,0.171873472,0.19619555,0.189061522,0.214133246,0.172966446,0.055769765,0
-2491.755065_1148.5431295,0.273191904,0.183353914,0.149463325,0.194176551,0.167764778,0.032049528,0
-2491.755065_1248.5431295,0.060382274,0.190072959,0.150033317,0.182921256,0.10242226,0.314167935,0
-2491.755065_1348.5431295,0.125529052,0.122008299,0.044348862,0.090761827,0.135513343,0.481838618,0
-2491.755065_148.5431295,0.20153569,0.1606512,0.172962803,0.21372174,0.219928089,0.031200478,0
-2491.755065_248.5431295,0.146570939,0.196074181,0.188816536,0.17560506,0.276326665,0.016606619,0
-2491.755065_348.5431295,0.186072181,0.186884906,0.128594127,0.124092109,0.226300495,0.148056181,0
-2491.755065_448.5431295,0.169146656,0.100787156,0.217716695,0.183856084,0.16158585,0.166907559,0
-2491.755065_48.5431295,0.272530707,0.191598107,0.175695959,0.171094785,0.178404435,0.010676008,0
-2491.755065_548.5431295,0.281205971,0.116398648,0.210734661,0.199777978,0.120435073,0.071447669,0
-2491.755065_648.5431295,0.182533126,0.149988291,0.173266967,0.173013144,0.271169144,0.050029327,0
-2491.755065_748.5431295,0.167982345,0.144330686,0.203509434,0.216293735,0.151235228,0.116648572,0
-2491.755065_848.5431295,0.146988261,0.112613905,0.172710994,0.218869331,0.295552842,0.053264667,0
-2491.755065_948.5431295,0.089771341,0.172474338,0.14462721,0.255539348,0.303643955,0.033943809,0
-2591.755065_-151.4568705,0.168600672,0.143341042,0.16201846,0.192052918,0.197320451,0.136666457,0
-2591.755065_-51.4568705,0.215568141,0.199564544,0.140969735,0.223838534,0.123107129,0.096951916,0
-2591.755065_1048.5431295,0.166767013,0.101471829,0.1894559,0.172395622,0.288009133,0.081900503,0
-2591.755065_1148.5431295,0.254730201,0.265331992,0.10474353,0.094675997,0.153695686,0.126822594,0
-2591.755065_1248.5431295,0.124040823,0.097855084,0.099764574,0.137696866,0.120907662,0.41973499,0
-2591.755065_1348.5431295,0.131925927,0.011673814,0.081253365,0.126228491,0.03427951,0.614638892,0
-2591.755065_148.5431295,0.186823863,0.212942634,0.215556252,0.145972467,0.100480023,0.138224761,0
-2591.755065_248.5431295,0.182471898,0.181599202,0.269275002,0.227872374,0.033890108,0.104891416,0
-2591.755065_348.5431295,0.226039382,0.112523563,0.273022455,0.189650588,0.086860894,0.111903117,0
-2591.755065_448.5431295,0.25082713,0.206353001,0.148100627,0.127789923,0.232656344,0.034272975,0
-2591.755065_48.5431295,0.269257647,0.1747098,0.143769265,0.154154789,0.119526751,0.138581748,0
-2591.755065_548.5431295,0.261158333,0.144777462,0.148356973,0.205305202,0.199360844,0.041041186,0
-2591.755065_648.5431295,0.13858592,0.171649197,0.119815035,0.22557699,0.250746994,0.093625864,0
-2591.755065_748.5431295,0.218151751,0.099060532,0.16726948,0.286412895,0.193406917,0.035698425,0
-2591.755065_848.5431295,0.207355503,0.108897739,0.20799128,0.299716199,0.136964457,0.039074822,0
-2591.755065_948.5431295,0.195616763,0.266177866,0.09957389,0.167312849,0.231279571,0.040039061,0
-2691.755065_-151.4568705,0.274303258,0.185001277,0.114401117,0.187795708,0.118450278,0.120048363,0
-2691.755065_-51.4568705,0.207736418,0.133443592,0.22177217,0.250844453,0.130122038,0.056081328,0
-2691.755065_1048.5431295,0.263687091,0.139039915,0.156373717,0.228390291,0.098866665,0.113642321,0
-2691.755065_1148.5431295,0.316526907,0.216734396,0.105027285,0.101048733,0.198693606,0.061969073,0
-2691.755065_1248.5431295,0.169065536,0.138753967,0.1084929,0.072106053,0.243278682,0.268302863,0
-2691.755065_1348.5431295,0.231516986,0.106270044,0.068665465,0.106871889,0.151037336,0.33563828,0
-2691.755065_148.5431295,0.197107644,0.147040567,0.233746977,0.196879261,0.071967826,0.153257724,0
-2691.755065_248.5431295,0.176968528,0.122813491,0.207408832,0.189535266,0.110867294,0.192406588,0
-2691.755065_348.5431295,0.182527363,0.196053781,0.183028503,0.207085396,0.126720779,0.104584177,0
-2691.755065_448.5431295,0.179808919,0.163431037,0.183218147,0.194957387,0.209084897,0.069499614,0
-2691.755065_48.5431295,0.195268628,0.166255482,0.218097368,0.222816982,0.121167139,0.076394402,0
-2691.755065_548.5431295,0.161077643,0.161316268,0.13436944,0.259426716,0.222871976,0.060937956,0
-2691.755065_648.5431295,0.196275759,0.236203358,0.170831832,0.207106749,0.121169185,0.068413117,0
-2691.755065_748.5431295,0.197012991,0.160031652,0.108436864,0.179877299,0.327370199,0.027270994,0
-2691.755065_848.5431295,0.151630266,0.131255486,0.285693904,0.254347651,0.120819184,0.056253508,0
-2691.755065_948.5431295,0.155065577,0.204601049,0.181273969,0.201256814,0.177144789,0.080657801,0
-2791.755065_-151.4568705,0.160703539,0.179990142,0.211892872,0.259360544,0.098556722,0.089496182,0
-2791.755065_-51.4568705,0.147725025,0.117053094,0.234340514,0.284950385,0.156896223,0.059034759,0
-2791.755065_1048.5431295,0.235359756,0.150700933,0.131791653,0.230547466,0.109867511,0.14173268,0
-2791.755065_1148.5431295,0.35146295,0.130699159,0.146445711,0.193653404,0.114887356,0.062851419,0
-2791.755065_1248.5431295,0.303808045,0.16504209,0.131748139,0.137565355,0.083713284,0.178123087,0
-2791.755065_1348.5431295,0.329284866,0.081534472,0.073565107,0.089153259,0.217672714,0.208789582,0
-2791.755065_148.5431295,0.124742804,0.197755859,0.17542839,0.244827944,0.208231941,0.049013061,0
-2791.755065_248.5431295,0.152528127,0.160078137,0.265614046,0.298147736,0.069540778,0.054091176,0
-2791.755065_348.5431295,0.159920162,0.146217297,0.160564827,0.298403733,0.152016894,0.082877086,0
-2791.755065_448.5431295,0.147147815,0.110747489,0.210553323,0.251725122,0.170997297,0.108828953,0
-2791.755065_48.5431295,0.155769074,0.117261106,0.248347196,0.27869278,0.131927385,0.068002458,0
-2791.755065_548.5431295,0.198347741,0.14143002,0.133718286,0.219432909,0.228916146,0.078154898,0
-2791.755065_648.5431295,0.290799376,0.134805311,0.139794105,0.200555586,0.175334641,0.058710982,0
-2791.755065_748.5431295,0.223681506,0.103207322,0.163640871,0.255065906,0.148947939,0.105456456,0
-2791.755065_848.5431295,0.238619367,0.331239669,0.113410244,0.127413979,0.149772149,0.039544592,0
-2791.755065_948.5431295,0.223598368,0.185438783,0.17169082,0.226415875,0.136624728,0.056231427,0
-2891.755065_-151.4568705,0.199118913,0.155446355,0.214829827,0.236035413,0.155493282,0.03907621,0
-2891.755065_-51.4568705,0.22023693,0.165703231,0.188457587,0.229256163,0.140663373,0.055682716,0
-2891.755065_1048.5431295,0.24856057,0.092210112,0.152481359,0.196331508,0.228488895,0.081927556,0
-2891.755065_1148.5431295,0.331117747,0.185081284,0.128314569,0.09796562,0.211594296,0.045926484,0
-2891.755065_1248.5431295,0.39819767,0.133093316,0.074229911,0.13162184,0.236153229,0.026704034,0
-2891.755065_1348.5431295,0.239283184,0.151128403,0.174236884,0.220848754,0.148222526,0.066280249,0
-2891.755065_148.5431295,0.198719342,0.119532924,0.191071045,0.268781357,0.173102794,0.048792538,0
-2891.755065_248.5431295,0.174292393,0.155649302,0.201184736,0.225356551,0.170732476,0.072784542,0
-2891.755065_348.5431295,0.262684813,0.115595096,0.186699941,0.230027514,0.170298286,0.03469435,0
-2891.755065_448.5431295,0.192443269,0.139941542,0.239046398,0.271843678,0.124267957,0.032457156,0
-2891.755065_48.5431295,0.169321693,0.183915176,0.251895318,0.28913518,0.047187233,0.0585454,0
-2891.755065_548.5431295,0.336844467,0.10893735,0.128446608,0.141667009,0.231816169,0.052288397,0
-2891.755065_648.5431295,0.290225349,0.124724671,0.119147157,0.22618378,0.202000285,0.037718757,0
-2891.755065_748.5431295,0.295242844,0.131385786,0.181360113,0.229118447,0.09669696,0.066195849,0
-2891.755065_848.5431295,0.304540304,0.2881792,0.099684346,0.10003286,0.191359157,0.016204133,0
-2891.755065_948.5431295,0.291965341,0.188565855,0.116226274,0.143549168,0.193955103,0.06573826,0
-2991.755065_-151.4568705,0.242810835,0.214268172,0.138180911,0.125056722,0.142317941,0.13736542,0
-2991.755065_-51.4568705,0.309281805,0.230265357,0.177207727,0.210383915,0.017058574,0.055802621,0
-2991.755065_1048.5431295,0.431022926,0.076554451,0.023454522,0.04908771,0.219704502,0.200175889,0
-2991.755065_1148.5431295,0.525355814,0.041247809,0.144092296,4.09E-253,0.289304081,0,7.81E-253
-2991.755065_1248.5431295,0.209982184,0.35504359,0.240967354,0.090617248,0.103389625,0,1.47E-252
-2991.755065_1348.5431295,0.279743075,0.259129761,0.165153567,0.127686116,0.16828748,0,9.49E-253
-2991.755065_148.5431295,0.266087316,0.141492294,0.148410747,0.223413245,0.163940972,0.056655425,0
-2991.755065_248.5431295,0.192347793,0.164707026,0.18409162,0.220582759,0.15139423,0.086876572,0
-2991.755065_348.5431295,0.335042572,0.1148479,0.142961421,0.177098202,0.174286219,0.055763686,0
-2991.755065_448.5431295,0.360793442,0.138363937,0.16796757,0.190739937,0.062791723,0.079343391,0
-2991.755065_48.5431295,0.152573163,0.155611963,0.127024519,0.181759387,0.348985181,0.034045787,0
-2991.755065_548.5431295,0.218932219,0.206397481,0.15989989,0.209316738,0.166383187,0.039070486,0
-2991.755065_648.5431295,0.394749085,0.112041932,0.142076362,0.144282064,0.166866326,0.039984231,0
-2991.755065_748.5431295,0.344660771,0.224314566,0.107860155,0.134030632,0.16048552,0.028648356,0
-2991.755065_848.5431295,0.384123889,0.171305487,0.03878537,0.057026437,0.316284754,0.032474062,0
-2991.755065_948.5431295,0.379285739,0.064949235,0.173302756,0.08205948,0.207973142,0.092429646,0
-3091.755065_-151.4568705,0.186773168,0.151707379,0.226978926,0.240575747,0.111611276,0.082353504,0
-3091.755065_-51.4568705,0.219423396,0.16303475,0.167388564,0.29178991,0.078979619,0.079383762,0
-3091.755065_1048.5431295,0.458119917,0.082410799,0.042494397,0.071098562,0.285177674,0.060698649,0
-3091.755065_1148.5431295,0.313235766,0.342417537,0.006504281,0.053929302,0.283913114,0,1.81E-255
-3091.755065_1248.5431295,0.468622417,0.049222185,0.014149778,0.023304561,0.439577252,0.005123807,0
-3091.755065_1348.5431295,0.369084338,0.22647605,0.119074758,0.103675056,0.169749882,0.011939917,0
-3091.755065_148.5431295,0.197044086,0.158730701,0.18906477,0.228673395,0.166920892,0.059566157,0
-3091.755065_248.5431295,0.185474371,0.198685417,0.177767604,0.22902166,0.110372855,0.098678093,0
-3091.755065_348.5431295,0.168261627,0.203439343,0.171929245,0.243404999,0.125627678,0.087337107,0
-3091.755065_448.5431295,0.193751738,0.104853691,0.16758069,0.255949032,0.243404108,0.034460742,0
-3091.755065_48.5431295,0.246095095,0.173464326,0.175796625,0.241613035,0.095288564,0.067742356,0
-3091.755065_548.5431295,0.218905422,0.17936009,0.244198727,0.24879992,0.029613108,0.079122733,0
-3091.755065_648.5431295,0.233470396,0.186253703,0.162588009,0.232305245,0.12705924,0.058323407,0
-3091.755065_748.5431295,0.290819157,0.103138487,0.145897477,0.225852566,0.168087726,0.066204587,0
-3091.755065_848.5431295,0.403000272,0.072049939,0.129280894,0.189038039,0.119982578,0.086648278,0
-3091.755065_948.5431295,0.347745575,0.280956149,0.083934155,0.092912272,0.194451848,0,2.96E-253
-3191.755065_-151.4568705,0.202424687,0.110912116,0.130136179,0.249297227,0.122947019,0.184282772,0
-3191.755065_-51.4568705,0.239190867,0.205277266,0.202891432,0.220990735,0.064623677,0.067026023,0
-3191.755065_1048.5431295,0.317779122,0.194839211,0.147301001,0.165116286,0.126130641,0.048833739,0
-3191.755065_1148.5431295,0.210085649,0.112774609,0.107384016,0.106507486,0.358522563,0.104725678,0
-3191.755065_1248.5431295,0.377508815,0.151705597,0.134964444,0.092374743,0.187303239,0.056143162,0
-3191.755065_1348.5431295,0.197739805,0.101749443,0.257630841,0.29058207,0.150792802,0.00150504,0
-3191.755065_148.5431295,0.18827298,0.150598594,0.233013044,0.271594952,0.077102412,0.079418018,0
-3191.755065_248.5431295,0.142416528,0.135005829,0.179489542,0.280912968,0.210328586,0.051846548,0
-3191.755065_348.5431295,0.178495841,0.161473099,0.174313721,0.240475167,0.16904171,0.076200462,0
-3191.755065_448.5431295,0.181762868,0.135500007,0.184288211,0.258311643,0.17521272,0.064924551,0
-3191.755065_48.5431295,0.160399052,0.189349848,0.257005788,0.249381232,0.080019363,0.063844717,0
-3191.755065_548.5431295,0.249500877,0.090628699,0.163440457,0.261862971,0.141224717,0.09334228,0
-3191.755065_648.5431295,0.257291967,0.09168197,0.166473222,0.167882581,0.238472909,0.078197352,0
-3191.755065_748.5431295,0.318041834,0.12228356,0.124298558,0.176239838,0.176502967,0.082633243,0
-3191.755065_848.5431295,0.30345029,0.089218215,0.175388929,0.155330966,0.118172904,0.158438698,0
-3191.755065_948.5431295,0.196556619,0.132352911,0.155006477,0.184172392,0.183624342,0.148287259,0
-3291.755065_-151.4568705,0.222049395,0.17975149,0.167559763,0.232909714,0.107803466,0.089926173,0
-3291.755065_-51.4568705,0.221646777,0.142486972,0.214796403,0.249236988,0.134716818,0.037116041,0
-3291.755065_1048.5431295,0.250010439,0.123065025,0.158089906,0.175264322,0.240837815,0.052732493,0
-3291.755065_1148.5431295,0.330432216,0.210607099,0.118912918,0.173204717,0.089275488,0.077567563,0
-3291.755065_1248.5431295,0.252069539,0.163980823,0.132095779,0.165519361,0.120901652,0.165432846,0
-3291.755065_1348.5431295,0.25164377,0.135483585,0.131061287,0.1514769,0.11730921,0.213025248,0
-3291.755065_148.5431295,0.16335325,0.256108184,0.231385059,0.197292019,0.058594079,0.093267408,0
-3291.755065_248.5431295,0.173007217,0.188125234,0.21606572,0.218064143,0.134860213,0.069877473,0
-3291.755065_348.5431295,0.191566067,0.142735202,0.179278959,0.230435538,0.137509057,0.118475177,0
-3291.755065_448.5431295,0.173060844,0.103486663,0.115133473,0.289355005,0.283395712,0.035568303,0
-3291.755065_48.5431295,0.186995801,0.141334153,0.230555318,0.268475282,0.096150964,0.076488482,0
-3291.755065_548.5431295,0.234236146,0.111783695,0.162718657,0.218141548,0.221393674,0.051726279,0
-3291.755065_648.5431295,0.193101025,0.124350566,0.209916443,0.21618024,0.130193673,0.126258053,0
-3291.755065_748.5431295,0.187924195,0.166565609,0.15609748,0.199418963,0.182739898,0.107253856,0
-3291.755065_848.5431295,0.248451884,0.123717587,0.144616308,0.177505999,0.273137744,0.032570478,0
-3291.755065_948.5431295,0.201583619,0.112484919,0.216775217,0.247242417,0.070638303,0.151275525,0
-3391.755065_-151.4568705,0.200287961,0.329341971,0.132417929,0.205813108,0.033153505,0.098985525,0
-3391.755065_-51.4568705,0.287060072,0.128317564,0.190272725,0.223723368,0.094255132,0.07637114,0
-3391.755065_1048.5431295,0.294707848,0.108536054,0.175392095,0.153190118,0.230648213,0.037525674,0
-3391.755065_1148.5431295,0.273226473,0.102965539,0.074909747,0.09059097,0.32037302,0.137934251,0
-3391.755065_1248.5431295,0.211684726,0.092990908,0.188512264,0.080950858,0.07443559,0.351425654,0
-3391.755065_1348.5431295,0.253944711,0.086407786,0.060857006,0.087904637,0.218895375,0.291990486,0
-3391.755065_148.5431295,0.169954267,0.190063618,0.259180137,0.246489856,0.05023677,0.084075352,0
-3391.755065_248.5431295,0.195911592,0.180616626,0.178401178,0.144358099,0.201496298,0.099216208,0
-3391.755065_348.5431295,0.184976079,0.135315326,0.231467113,0.170438102,0.118754152,0.159049229,0
-3391.755065_448.5431295,0.215192941,0.124133574,0.297328999,0.208732006,0.06934597,0.085266511,0
-3391.755065_48.5431295,0.317956586,0.108173435,0.220573112,0.239446983,0.083829552,0.030020331,0
-3391.755065_548.5431295,0.274447586,0.164333957,0.169685524,0.198765121,0.120983085,0.071784726,0
-3391.755065_648.5431295,0.180172807,0.160910363,0.175274409,0.211709189,0.191083933,0.080849299,0
-3391.755065_748.5431295,0.188466999,0.153033335,0.157382284,0.222525786,0.236688907,0.041902689,0
-3391.755065_848.5431295,0.244101475,0.161128165,0.179107847,0.185688512,0.166091752,0.063882248,0
-3391.755065_948.5431295,0.208368577,0.151525017,0.185445236,0.182205275,0.222839559,0.049616336,0
-3491.755065_-151.4568705,0.316181847,0.156611268,0.168487708,0.177997677,0.128805145,0.051916354,0
-3491.755065_-51.4568705,0.269153341,0.173520016,0.113813926,0.115865488,0.186794979,0.14085225,0
-3491.755065_1048.5431295,0.331338737,0.103711475,0.179856708,0.125237518,0.204045738,0.055809825,0
-3491.755065_1148.5431295,0.256883485,0.035990453,0.103310636,0.111086851,0.290709343,0.202019232,0
-3491.755065_1248.5431295,0.132991455,0.017824384,0.064123314,0.082628936,0.139452087,0.562979823,0
-3491.755065_1348.5431295,0.053410108,0.001189454,0.008356784,0.032559412,0.167347444,0.737136798,0
-3491.755065_148.5431295,0.218038954,0.489690744,0.097187867,0.153069793,0,0.042012643,0
-3491.755065_248.5431295,0.202088259,0.310913526,0.163758012,0.177194772,0.061597576,0.084447855,0
-3491.755065_348.5431295,0.204711839,0.110431178,0.232277861,0.214537198,0.069732515,0.16830941,0
-3491.755065_448.5431295,0.231960729,0.140337414,0.195902424,0.203725051,0.135685946,0.092388436,0
-3491.755065_48.5431295,0.204694291,0.087283007,0.162187277,0.138452613,0.262844888,0.144537924,0
-3491.755065_548.5431295,0.13287847,0.207106865,0.210650626,0.180527675,0.177648283,0.091188081,0
-3491.755065_648.5431295,0.147168809,0.180496925,0.164023201,0.188104108,0.25823568,0.061971278,0
-3491.755065_748.5431295,0.167833134,0.11999413,0.123618394,0.227851036,0.292391942,0.068311363,0
-3491.755065_848.5431295,0.16607065,0.051502303,0.166676744,0.180471397,0.419415393,0.015863514,0
-3491.755065_948.5431295,0.16617133,0.235395526,0.158203485,0.18353556,0.219286792,0.037407307,0
-3591.755065_-151.4568705,0.218335687,0.159973621,0.177477323,0.196663927,0.109726646,0.137822796,0
-3591.755065_-51.4568705,0.253355127,0.212042223,0.146429887,0.210758382,0.070196226,0.107218155,0
-3591.755065_1048.5431295,0.134140487,0.160542281,0.153804693,0.285415329,0.240265314,0.025831897,0
-3591.755065_1148.5431295,0.126997968,0.145467558,0.144409122,0.296929162,0.162959386,0.123236805,0
-3591.755065_1248.5431295,0.183722498,0.152975392,0.096188518,0.183252479,0.092489408,0.291371706,0
-3591.755065_1348.5431295,0.141047703,0.07792745,0.117403791,0.137963618,0.21373258,0.311924858,0
-3591.755065_148.5431295,0.412695601,0.068563919,0.121895363,0.107283717,0.264685175,0.024876225,0
-3591.755065_248.5431295,0.130855026,0.12089029,0.144993154,0.189097091,0.060154327,0.354010112,0
-3591.755065_348.5431295,0.27325864,0.118785194,0.189797168,0.196173702,0.207671273,0.014314022,0
-3591.755065_448.5431295,0.168026292,0.12900844,0.175312893,0.200036156,0.09295456,0.234661659,0
-3591.755065_48.5431295,0.196163118,0.265374693,0.083447429,0.185040968,0.129943668,0.140030124,0
-3591.755065_548.5431295,0.180746418,0.226481102,0.148774191,0.166979769,0.157250129,0.119768391,0
-3591.755065_648.5431295,0.176326818,0.126303916,0.231417231,0.230754004,0.144318618,0.090879412,0
-3591.755065_748.5431295,0.202210285,0.144787325,0.126210512,0.179972806,0.276840746,0.069978327,0
-3591.755065_848.5431295,0.171859615,0.1142691,0.207211193,0.241063915,0.163255706,0.102340473,0
-3591.755065_948.5431295,0.152831475,0.121838861,0.167313492,0.303719049,0.232600994,0.021696129,0
-3691.755065_-151.4568705,0.239305964,0.134159555,0.144893286,0.182168614,0.252563558,0.046909024,0
-3691.755065_-51.4568705,0.177932785,0.179465448,0.148113524,0.227286057,0.090116104,0.177086081,0
-3691.755065_1048.5431295,0.196820115,0.14336634,0.162976289,0.231483704,0.244672356,0.020681196,0
-3691.755065_1148.5431295,0.108694331,0.135836244,0.209655735,0.227415025,0.287478625,0.030920039,0
-3691.755065_1248.5431295,0.160849837,0.271939631,0.118782552,0.1785273,0.198036364,0.071864316,0
-3691.755065_1348.5431295,0.22030079,0.147502083,0.204194032,0.212455341,0.172699324,0.04284843,0
-3691.755065_148.5431295,0.231255556,0.110625416,0.097785768,0.145116558,0.226367863,0.188848839,0
-3691.755065_248.5431295,0.188988343,0.181929596,0.191410159,0.202534839,0.127501394,0.107635669,0
-3691.755065_348.5431295,0.250344883,0.095582509,0.116168917,0.150507089,0.139421053,0.247975549,0
-3691.755065_448.5431295,0.207860275,0.132159307,0.199789309,0.273265166,0.040431627,0.146494316,0
-3691.755065_48.5431295,0.219673583,0.129191116,0.149774083,0.208604238,0.227247887,0.065509093,0
-3691.755065_548.5431295,0.250469001,0.166293937,0.162087722,0.203575785,0.146094712,0.071478844,0
-3691.755065_648.5431295,0.191542667,0.140867638,0.252238799,0.201313176,0.170020524,0.044017195,0
-3691.755065_748.5431295,0.156585306,0.166130232,0.150229369,0.227454612,0.190077851,0.10952263,0
-3691.755065_848.5431295,0.261326434,0.220613583,0.131227356,0.210806615,0.171984718,0.004041294,0
-3691.755065_948.5431295,0.223196734,0.096813105,0.173207036,0.175054926,0.307943506,0.023784693,0
-3791.755065_-151.4568705,0.200148184,0.233207099,0.12096951,0.109666951,0.212838916,0.12316934,0
-3791.755065_-51.4568705,0.185211206,0.254642684,0.155569026,0.165228981,0.111560318,0.127787784,0
-3791.755065_1048.5431295,0.316207602,0.089443911,0.179765006,0.196495813,0.194069802,0.024017867,0
-3791.755065_1148.5431295,0.255272811,0.153050329,0.15775003,0.305994871,0.055266091,0.072665869,0
-3791.755065_1248.5431295,0.21709396,0.201630027,0.141740873,0.237482529,0.142274232,0.059778379,0
-3791.755065_1348.5431295,0.193598685,0.141724693,0.227864739,0.239877033,0.141042994,0.055891856,0
-3791.755065_148.5431295,0.213897598,0.069839077,0.168275046,0.188036765,0.180451012,0.179500501,0
-3791.755065_248.5431295,0.241670787,0.248250868,0.092872581,0.121363303,0.09017667,0.20566579,0
-3791.755065_348.5431295,0.192493011,0.060436227,0.166615454,0.181510496,0.241088567,0.157856244,0
-3791.755065_448.5431295,0.153389486,0.210984073,0.147669904,0.215897859,0.128123425,0.143935252,0
-3791.755065_48.5431295,0.147076529,0.124629051,0.187326676,0.1852265,0.155641817,0.200099428,0
-3791.755065_548.5431295,0.16518092,0.203764227,0.145822366,0.176767547,0.192954549,0.115510391,0
-3791.755065_648.5431295,0.182210575,0.134944268,0.16286059,0.187264309,0.177429962,0.155290296,0
-3791.755065_748.5431295,0.174448898,0.194280056,0.173197445,0.205207992,0.161349902,0.091515706,0
-3791.755065_848.5431295,0.221991232,0.195014699,0.175948777,0.159701541,0.075390449,0.171953301,0
-3791.755065_948.5431295,0.207239983,0.239979202,0.136853718,0.214586491,0.189442558,0.011898048,0
1011.1452947_-149.83643,0.279254457,0.182397769,0.179752957,0.178659748,0.058308271,0.121626798,0
1011.1452947_-249.83643,0.203241635,0.285167194,0.074856477,0.127576696,0.152221308,0.15693669,0
1011.1452947_-349.83643,0.291845598,0.114727628,0.215137016,0.192300077,0.100313897,0.085675783,0
1011.1452947_-449.83643,0.203767275,0.212379418,0.284666614,0.245007516,0.002534932,0.051644245,0
