,Inhibitory,Excitatory,OD,Microglia,Endothelial,Astrocyte
1311.1452947_50.16357,0.044255637,0.21284886,0.48778862,0.034154426,0.06979242,0.15116005
1311.1452947_550.16357,0.054893225,0.17209192,0.5503919,0.02237735,0.09815633,0.102089204
1311.1452947_650.16357,0.042473227,0.21167344,0.48138735,0.038076144,0.103230275,0.12315959
1311.1452947_750.16357,0.055583842,0.25884122,0.46341762,0.036476985,0.09355546,0.09212482
1311.1452947_850.16357,0.027700499,0.16679153,0.60857815,0.034456637,0.09387277,0.06860043
1311.1452947_950.16357,0.03867955,0.1931309,0.5701292,0.048617028,0.09132002,0.058123205
1411.1452947_-149.83643,0.052998897,0.29459596,0.44194213,0.02945711,0.10607427,0.07493173
1411.1452947_-249.83643,0.046111833,0.19930604,0.48594287,0.032162342,0.0744744,0.16200249
1411.1452947_-349.83643,0.052275263,0.2581664,0.5030261,0.026057107,0.07087734,0.08959776
1411.1452947_-449.83643,0.046602122,0.26774517,0.5162321,0.025982507,0.060797688,0.082640365
1411.1452947_-49.83643,0.04746041,0.23205839,0.49674022,0.027117265,0.090079844,0.106543854
1411.1452947_-549.83643,0.05628332,0.2182488,0.5533681,0.022591399,0.06291345,0.086595
1411.1452947_150.16357,0.048868515,0.20612948,0.48625022,0.026477214,0.110618934,0.121655665
1411.1452947_250.16357,0.06383287,0.29189843,0.4542914,0.0280481,0.090557,0.07137222
1411.1452947_350.16357,0.038867977,0.19146916,0.52540046,0.0581947,0.103283755,0.082783945
1411.1452947_450.16357,0.04857379,0.21934184,0.47020933,0.041049346,0.12324085,0.09758474
1411.1452947_50.16357,0.052731175,0.21858399,0.5205326,0.026337009,0.08460139,0.0972139
1411.1452947_550.16357,0.052735526,0.23244296,0.5266719,0.02334047,0.09123187,0.07357719
1411.1452947_650.16357,0.04787529,0.19266796,0.4319734,0.06445105,0.18011221,0.08292008
1411.1452947_750.16357,0.042750336,0.20070118,0.43161148,0.058034424,0.12149327,0.14540938
1411.1452947_850.16357,0.038781334,0.2899777,0.48336053,0.036282007,0.06996212,0.081636295
1411.1452947_950.16357,0.030343482,0.21443258,0.4820341,0.036723416,0.069628716,0.16683768
1511.1452947_-149.83643,0.03595639,0.24986187,0.528586,0.02376365,0.05464378,0.10718828
1511.1452947_-249.83643,0.04433085,0.23885,0.56145674,0.023691004,0.042553242,0.08911822
1511.1452947_-349.83643,0.037766486,0.22794683,0.56000465,0.027944518,0.046208225,0.100129224
1511.1452947_-449.83643,0.04159868,0.23243941,0.53498966,0.026582377,0.047600996,0.11678884
1511.1452947_-49.83643,0.040679265,0.22954701,0.52331185,0.027258106,0.09814167,0.08106202
1511.1452947_-549.83643,0.045158006,0.24548437,0.49617186,0.030827327,0.073012926,0.10934551
1511.1452947_150.16357,0.035867594,0.20832211,0.47748405,0.022680782,0.06692832,0.18871719
1511.1452947_250.16357,0.03542264,0.20809418,0.5567646,0.022373937,0.0779131,0.09943149
1511.1452947_350.16357,0.038993504,0.19481438,0.4939342,0.033833463,0.07994673,0.15847774
1511.1452947_450.16357,0.046787277,0.17285082,0.5585738,0.031007115,0.08633069,0.10445034
1511.1452947_50.16357,0.039925072,0.2372105,0.5292117,0.024321523,0.087260686,0.08207057
1511.1452947_550.16357,0.051109295,0.22421186,0.48801234,0.03392602,0.12010742,0.08263308
1511.1452947_650.16357,0.03976024,0.18696967,0.5077311,0.034820385,0.13952778,0.091190785
1511.1452947_750.16357,0.033780046,0.20294845,0.45874774,0.039560173,0.10519088,0.15977272
1511.1452947_850.16357,0.041926496,0.35404584,0.3416943,0.035597175,0.117997125,0.108739085
1511.1452947_950.16357,0.030306991,0.39713353,0.36322275,0.04396687,0.118271835,0.047098003
1611.1452947_-149.83643,0.042995043,0.25203115,0.4735503,0.031529963,0.047230635,0.15266298
1611.1452947_-249.83643,0.042828016,0.2353111,0.54442966,0.031762052,0.046473615,0.0991956
1611.1452947_-349.83643,0.047402203,0.19409803,0.5261114,0.03446444,0.05505015,0.14287373
1611.1452947_-449.83643,0.047083754,0.22150457,0.51977193,0.037408803,0.06481031,0.10942059
1611.1452947_-49.83643,0.049232014,0.19652316,0.53312343,0.035166822,0.076152615,0.10980192
1611.1452947_-549.83643,0.006774337,0.028931962,0.8880655,0.017251937,0.021255659,0.037720527
1611.1452947_150.16357,0.037119642,0.17081352,0.51770526,0.046292346,0.09758646,0.1304828
1611.1452947_250.16357,0.04319651,0.25415626,0.49781412,0.029936887,0.064229034,0.11066725
1611.1452947_350.16357,0.04073294,0.20454055,0.52663666,0.03156663,0.08963442,0.106888816
1611.1452947_450.16357,0.028508795,0.16498241,0.40333027,0.037968725,0.23009747,0.13511238
1611.1452947_50.16357,0.04393003,0.22099592,0.4942493,0.03345431,0.07912981,0.1282406
1611.1452947_550.16357,0.03511835,0.22198406,0.44976056,0.033951506,0.14423941,0.11494619
1611.1452947_650.16357,0.018738097,0.074411914,0.33736572,0.06405144,0.08968397,0.4157488
1611.1452947_750.16357,0.009374093,0.022960333,0.17840803,0.027411815,0.039305765,0.72253996
1611.1452947_850.16357,0.025679315,0.2176279,0.37232906,0.052281234,0.16258454,0.16949797
1611.1452947_950.16357,0.028266815,0.3781739,0.36093748,0.04586467,0.10662869,0.08012844
1711.1452947_-149.83643,0.03605109,0.2621377,0.4819397,0.043380726,0.061482243,0.115008555
1711.1452947_-249.83643,0.045714445,0.22136445,0.51468813,0.037986267,0.054937143,0.1253096
1711.1452947_-349.83643,0.037065487,0.27358744,0.4628719,0.033302944,0.053149894,0.14002232
1711.1452947_-449.83643,0.040007103,0.25577435,0.48272914,0.038901437,0.060922097,0.1216659
1711.1452947_-49.83643,0.035613634,0.26677066,0.45454693,0.042805724,0.08537663,0.11488651
1711.1452947_-549.83643,0.034951657,0.08828069,0.4940437,0.029382952,0.050838254,0.30250284
1711.1452947_150.16357,0.04149027,0.21205743,0.4813065,0.03349133,0.06891409,0.16274026
1711.1452947_250.16357,0.041865446,0.24321416,0.44020948,0.029101389,0.067899145,0.1777104
1711.1452947_350.16357,0.049552504,0.2627818,0.4941374,0.026379919,0.07000423,0.09714421
1711.1452947_450.16357,0.031881243,0.20956673,0.44673967,0.04467175,0.15730584,0.10983482
1711.1452947_50.16357,0.04072452,0.21987225,0.54560083,0.02453625,0.03701439,0.1322517
1711.1452947_550.16357,0.029002612,0.22778328,0.45029715,0.043625508,0.18775743,0.061533995
1711.1452947_650.16357,0.013690224,0.10195191,0.23894994,0.03811674,0.18819489,0.41909635
1711.1452947_750.16357,0.031923477,0.3001485,0.28942636,0.02361138,0.049431592,0.3054587
1711.1452947_850.16357,0.019230254,0.15772133,0.2878526,0.06784693,0.35984462,0.10750436
1711.1452947_950.16357,0.020918278,0.15699178,0.3344976,0.03771831,0.073037274,0.3768367
1811.1452947_-149.83643,0.044409394,0.2762113,0.49212113,0.026404852,0.08531756,0.075535774
1811.1452947_-249.83643,0.04434272,0.2492131,0.52983195,0.02531823,0.064004414,0.08728952
1811.1452947_-349.83643,0.040742815,0.28804034,0.502944,0.02870434,0.060881373,0.07868716
1811.1452947_-449.83643,0.038456462,0.23402289,0.5002137,0.032649677,0.06477915,0.12987815
1811.1452947_-49.83643,0.03535067,0.27402425,0.52606004,0.029522607,0.060190115,0.07485224
1811.1452947_-549.83643,0.03170838,0.11929246,0.6133283,0.034134645,0.06537283,0.13616343
1811.1452947_150.16357,0.03334007,0.16292325,0.4797023,0.033307627,0.10836963,0.18235709
1811.1452947_250.16357,0.04013896,0.18308398,0.44040272,0.03992301,0.12480777,0.1716435
1811.1452947_350.16357,0.04109036,0.12352224,0.46943766,0.043689914,0.16620086,0.15605888
1811.1452947_450.16357,0.042072818,0.2833809,0.4964257,0.027231077,0.083576985,0.06731262
1811.1452947_50.16357,0.03477377,0.21846448,0.4791868,0.027880037,0.12981667,0.10987812
1811.1452947_550.16357,0.049543414,0.22360781,0.526325,0.028018484,0.10828491,0.064220324
1811.1452947_650.16357,0.041097537,0.2186139,0.45571473,0.039814055,0.123036884,0.1217229
1811.1452947_750.16357,0.04791015,0.23203176,0.48886076,0.027014092,0.08447737,0.119705886
1811.1452947_850.16357,0.032786086,0.29648077,0.34211308,0.04849869,0.18312152,0.09699984
1811.1452947_950.16357,0.06122455,0.43462384,0.32720634,0.03747794,0.085780576,0.053686693
1911.1452947_-149.83643,0.05588572,0.24741444,0.5297099,0.020835951,0.08318217,0.0629718
1911.1452947_-249.83643,0.048672087,0.17705655,0.5544341,0.03687835,0.08911319,0.09384574
1911.1452947_-349.83643,0.06411063,0.23020679,0.5162668,0.030606238,0.08442075,0.07438879
1911.1452947_-449.83643,0.055239864,0.22754471,0.5301596,0.026784508,0.07374159,0.08652979
1911.1452947_-49.83643,0.054100584,0.25647494,0.47547987,0.025166104,0.11897068,0.06980781
1911.1452947_-549.83643,0.036085725,0.15161468,0.502029,0.039008215,0.14925869,0.12200366
1911.1452947_150.16357,0.046008162,0.23105071,0.51656026,0.019501919,0.12831245,0.058566555
1911.1452947_250.16357,0.048298992,0.18499383,0.48790243,0.026479831,0.13520953,0.11711539
1911.1452947_350.16357,0.063174054,0.19993736,0.47077507,0.02703903,0.12523675,0.11383781
1911.1452947_450.16357,0.03680247,0.26567057,0.48414892,0.023529267,0.11767769,0.072171114
1911.1452947_50.16357,0.059596308,0.24377412,0.5097257,0.028926961,0.08182296,0.07615399
1911.1452947_550.16357,0.053959824,0.18542929,0.52157456,0.029725926,0.08244395,0.12686643
1911.1452947_650.16357,0.031895906,0.17931113,0.48506492,0.029180141,0.09329198,0.1812559
1911.1452947_750.16357,0.074698456,0.23445167,0.4787727,0.031279325,0.08854977,0.092248045
1911.1452947_850.16357,0.02779165,0.18317947,0.4734851,0.047351852,0.12968569,0.13850626
1911.1452947_950.16357,0.03726079,0.53690577,0.2836561,0.034167163,0.049341984,0.05866832
2011.1452947_-149.83643,0.05707227,0.2651768,0.50312734,0.022610229,0.08472124,0.067292035
2011.1452947_-249.83643,0.039119843,0.30356,0.45976913,0.026358563,0.1109072,0.060285352
2011.1452947_-349.83643,0.04145071,0.30685678,0.46841583,0.023934618,0.09137916,0.06796292
2011.1452947_-449.83643,0.05069793,0.21200554,0.5013661,0.03496151,0.10282557,0.09814337
2011.1452947_-49.83643,0.03638929,0.2972912,0.44653684,0.02563829,0.12133514,0.07280934
2011.1452947_-549.83643,0.052208208,0.1895346,0.5198342,0.036456145,0.117919095,0.08404774
2011.1452947_150.16357,0.052736178,0.2348019,0.4989527,0.02475585,0.11714108,0.071612425
2011.1452947_250.16357,0.047205772,0.22842936,0.5302458,0.023422085,0.10341334,0.06728361
2011.1452947_350.16357,0.05708848,0.25084183,0.45361006,0.02759926,0.13980135,0.071059
2011.1452947_450.16357,0.051089,0.20955743,0.49974644,0.02637773,0.10675827,0.1064712
2011.1452947_50.16357,0.048420582,0.20768352,0.53729236,0.032975283,0.084358275,0.08926999
2011.1452947_550.16357,0.033658665,0.21253738,0.5457571,0.021997897,0.102720365,0.083328485
2011.1452947_650.16357,0.046211306,0.25249866,0.49568492,0.030019134,0.11661504,0.05897099
2011.1452947_750.16357,0.041257814,0.149522,0.49988046,0.058933884,0.11998435,0.1304215
2011.1452947_850.16357,0.038870607,0.26535654,0.43255225,0.036189266,0.14145142,0.08557981
2011.1452947_950.16357,0.029667342,0.31802908,0.4672882,0.040471744,0.08169754,0.062846206
2111.1452947_-149.83643,0.042736523,0.23690255,0.4681967,0.027481051,0.12880552,0.09587767
2111.1452947_-249.83643,0.04912313,0.26371226,0.47402605,0.022625027,0.10265077,0.08786275
2111.1452947_-349.83643,0.044474956,0.24626687,0.47222024,0.031849828,0.12649804,0.07869008
2111.1452947_-449.83643,0.047768325,0.2009204,0.4378613,0.053458776,0.16420592,0.09578531
2111.1452947_-49.83643,0.027247638,0.23474619,0.52896595,0.01837261,0.1429154,0.04775219
2111.1452947_-549.83643,0.06738421,0.18268166,0.4781047,0.033884145,0.14676094,0.091184355
2111.1452947_150.16357,0.054236248,0.21200965,0.4594261,0.05145664,0.10448583,0.11838552
2111.1452947_250.16357,0.07189311,0.22955543,0.4565027,0.025036573,0.12571359,0.09129861
2111.1452947_350.16357,0.065763615,0.23234779,0.4753742,0.02455219,0.11241732,0.089544825
2111.1452947_450.16357,0.047707066,0.19238015,0.51739144,0.024921149,0.13013643,0.08746382
2111.1452947_50.16357,0.041698117,0.21260077,0.5154838,0.03081541,0.09876104,0.10064078
2111.1452947_550.16357,0.051972408,0.21805333,0.5039412,0.029915184,0.105708525,0.09040938
2111.1452947_650.16357,0.052445002,0.24429396,0.47063592,0.028808746,0.1379253,0.06589113
2111.1452947_750.16357,0.04057293,0.22310662,0.52639997,0.034280956,0.086627044,0.08901245
2111.1452947_850.16357,0.020207997,0.12508175,0.6534211,0.077731214,0.057794068,0.06576395
2111.1452947_950.16357,0.016603546,0.075834215,0.6585777,0.12606338,0.071111605,0.05180964
2211.1452947_-149.83643,0.051676694,0.17024358,0.4448747,0.030018706,0.15386815,0.14931817
2211.1452947_-249.83643,0.040923577,0.2794231,0.48242137,0.031896878,0.08655623,0.07877889
2211.1452947_-349.83643,0.07302653,0.2299937,0.46191564,0.027117405,0.10463185,0.10331486
2211.1452947_-449.83643,0.05227614,0.24832752,0.4293142,0.026690124,0.16289212,0.080499865
2211.1452947_-49.83643,0.044641953,0.2197821,0.47229856,0.026919667,0.16399652,0.07236117
2211.1452947_-549.83643,0.07516276,0.25754228,0.44906247,0.027029179,0.10166013,0.08954324
2211.1452947_150.16357,0.044843324,0.28230268,0.46179003,0.027907407,0.09686931,0.08628731
2211.1452947_250.16357,0.09034587,0.24268979,0.40492943,0.03649033,0.13993856,0.085606016
2211.1452947_350.16357,0.0838528,0.24131007,0.44227752,0.035393573,0.12312458,0.07404145
2211.1452947_450.16357,0.059970323,0.24634525,0.460934,0.025649758,0.12758532,0.07951534
2211.1452947_50.16357,0.04231225,0.19121556,0.5108465,0.028370535,0.10834127,0.11891398
2211.1452947_550.16357,0.07647677,0.24301575,0.478278,0.02306433,0.11198243,0.0671826
2211.1452947_650.16357,0.055874668,0.23420507,0.49108028,0.0258742,0.10914575,0.08381999
2211.1452947_750.16357,0.09438867,0.1926381,0.44619358,0.03167421,0.12545362,0.10965179
2211.1452947_850.16357,0.024822403,0.10902228,0.6170938,0.059180044,0.07297121,0.11691024
2211.1452947_950.16357,0.013587094,0.08754195,0.6947055,0.06700214,0.090847515,0.046315704
2311.1452947_-149.83643,0.038286343,0.2256575,0.40956175,0.02893101,0.12245438,0.17510904
2311.1452947_-249.83643,0.033562563,0.2534532,0.49315304,0.03239651,0.118746415,0.06868826
2311.1452947_-349.83643,0.06741347,0.2473454,0.46748218,0.027075991,0.09274413,0.097938746
2311.1452947_-449.83643,0.0347391,0.34277204,0.44341803,0.024274528,0.10164784,0.05314848
2311.1452947_-49.83643,0.05484085,0.23489197,0.49245855,0.024071101,0.14003612,0.053701334
2311.1452947_-549.83643,0.04311874,0.18922645,0.4062843,0.051328924,0.20068619,0.109355435
2311.1452947_150.16357,0.039323293,0.27673405,0.34506106,0.04082118,0.18430857,0.11375184
2311.1452947_250.16357,0.047048982,0.23816365,0.50911635,0.035887606,0.10814567,0.061637666
2311.1452947_350.16357,0.053349957,0.23097868,0.47287545,0.028793579,0.10923887,0.104763426
2311.1452947_450.16357,0.06471818,0.19344091,0.520984,0.031003064,0.10418763,0.08566617
2311.1452947_50.16357,0.054026052,0.21119855,0.5011487,0.0302928,0.13285248,0.07048141
2311.1452947_550.16357,0.08042376,0.23334077,0.47031352,0.028487012,0.101559095,0.08587589
2311.1452947_650.16357,0.091097325,0.29960138,0.3950664,0.031397067,0.09491369,0.0879242
2311.1452947_750.16357,0.09416955,0.22748034,0.4661571,0.029226055,0.10440296,0.07856398
2311.1452947_850.16357,0.04834149,0.2158264,0.4864603,0.039075248,0.13250603,0.0777905
2311.1452947_950.16357,0.046741463,0.24255906,0.47857583,0.043276016,0.118631534,0.07021614
2411.1452947_-149.83643,0.05510591,0.32031474,0.43128732,0.032024436,0.08453246,0.076735176
2411.1452947_-249.83643,0.08878947,0.19583641,0.5172493,0.032993134,0.09338855,0.07174319
2411.1452947_-349.83643,0.045713805,0.21706215,0.43386164,0.046501003,0.1659805,0.09088103
2411.1452947_-449.83643,0.054784685,0.26739246,0.46830228,0.027611408,0.087295584,0.09461364
2411.1452947_-49.83643,0.059851296,0.19404747,0.49588042,0.030191611,0.1074478,0.11258142
2411.1452947_-549.83643,0.0317858,0.11020328,0.5786961,0.038048465,0.10573456,0.13553184
2411.1452947_150.16357,0.060654987,0.19443406,0.52391815,0.033376,0.10884861,0.07876819
2411.1452947_250.16357,0.066155285,0.2256267,0.49551177,0.029961556,0.105508946,0.07723565
2411.1452947_350.16357,0.063141495,0.21060927,0.5385894,0.029227886,0.08027033,0.07816157
2411.1452947_450.16357,0.027218608,0.20014727,0.26963654,0.052995425,0.38165,0.068352185
2411.1452947_50.16357,0.06879605,0.183167,0.53081274,0.03513907,0.09748508,0.084600054
2411.1452947_550.16357,0.08456419,0.29451743,0.42231318,0.02786119,0.091771215,0.078972735
2411.1452947_650.16357,0.06189134,0.23926407,0.42107892,0.0365669,0.116875015,0.12432369
2411.1452947_750.16357,0.09007242,0.29212487,0.38110676,0.027169403,0.1236162,0.085910395
2411.1452947_850.16357,0.08755445,0.24451378,0.44500932,0.028954476,0.113270044,0.08069795
2411.1452947_950.16357,0.061360475,0.18445662,0.38205367,0.04161001,0.22834837,0.10217078
911.1452947_-149.83643,0.036453724,0.16479231,0.442722,0.06712992,0.14946458,0.1394375
911.1452947_-249.83643,0.0388072,0.17304288,0.45001644,0.0532592,0.17248666,0.1123876
911.1452947_-349.83643,0.04608579,0.23661412,0.44835886,0.030143157,0.18641,0.052388027
911.1452947_-449.83643,0.04847716,0.19271544,0.47014198,0.044764385,0.1596026,0.08429846
911.1452947_-49.83643,0.06107473,0.25508714,0.418076,0.026785178,0.15562265,0.083354376
911.1452947_-549.83643,0.038001664,0.22800563,0.41772583,0.032791167,0.09124497,0.19223084
911.1452947_150.16357,0.043787234,0.26831093,0.4501352,0.026717959,0.1271444,0.08390437
911.1452947_250.16357,0.08515144,0.2356138,0.4575165,0.029342838,0.09966722,0.092708185
911.1452947_350.16357,0.049783107,0.2634887,0.46248794,0.029274156,0.109821185,0.08514494
911.1452947_450.16357,0.053498738,0.22926767,0.3867374,0.046411276,0.18667547,0.09740946
911.1452947_50.16357,0.060439076,0.22838046,0.47539333,0.030348962,0.11724529,0.08819296
911.1452947_550.16357,0.06951683,0.2110439,0.42007068,0.03564627,0.1270878,0.13663454
911.1452947_650.16357,0.07076396,0.23492521,0.43870652,0.028716868,0.106380574,0.120506905
911.1452947_750.16357,0.069212064,0.27426508,0.44628635,0.024766413,0.099499345,0.085970685
911.1452947_850.16357,0.066022314,0.2439969,0.45042259,0.026270147,0.11332605,0.099961944
911.1452947_950.16357,0.080320254,0.21910276,0.4264174,0.025318313,0.12825686,0.12058447
-1858.421126_-1496.041291,0.05187417,0.15708578,0.5692333,0.04971105,0.114402935,0.05769271
-1858.421126_-1596.041291,0.040793777,0.1837899,0.55177873,0.045604087,0.08968312,0.08835045
-1858.421126_-1696.041291,0.027896442,0.15634142,0.5435946,0.035440683,0.14231497,0.09441186
-1858.421126_-1796.041291,0.037931,0.27768403,0.43342528,0.03304759,0.1592583,0.05865372
-1858.421126_-1896.041291,0.052772403,0.21314473,0.5121986,0.044282753,0.07807525,0.0995262
-1858.421126_-1996.041291,0.06727853,0.29642832,0.41824803,0.033105522,0.13274786,0.05219173
-1858.421126_-2096.041291,0.061740756,0.29307792,0.42329633,0.033066202,0.08655045,0.10226838
-1858.421126_-2196.041291,0.082506105,0.22358668,0.43686935,0.036523815,0.14439897,0.07611507
-1858.421126_-2296.041291,0.04337849,0.21631585,0.49545428,0.04163259,0.09137596,0.111842796
-1858.421126_-2396.041291,0.056254983,0.22434877,0.46734947,0.05447277,0.09236754,0.105206475
-1858.421126_-2496.041291,0.042620745,0.13613066,0.452741,0.050842416,0.13847397,0.17919122
-1858.421126_-2596.041291,0.062278062,0.19787027,0.48229793,0.038156144,0.10159409,0.117803484
-1858.421126_-2696.041291,0.0763271,0.2001775,0.43644357,0.040165875,0.14089258,0.10599333
-1858.421126_-2796.041291,0.04855207,0.23292695,0.48949254,0.03836909,0.10765928,0.08300007
-1858.421126_-2896.041291,0.06878113,0.21221991,0.5313656,0.03029809,0.092566535,0.06476875
-1858.421126_-2996.041291,0.011389663,0.06268444,0.23852848,0.016640615,0.033664197,0.63709265
-1958.421126_-1496.041291,0.047243275,0.22825712,0.45770857,0.044905785,0.09941697,0.122468285
-1958.421126_-1596.041291,0.017086511,0.09498232,0.66502154,0.053181477,0.062145777,0.107582405
-1958.421126_-1696.041291,0.013395676,0.0836336,0.7411965,0.04923851,0.06368681,0.048848853
-1958.421126_-1796.041291,0.03198685,0.09520323,0.4986006,0.07412311,0.11610689,0.18397938
-1958.421126_-1896.041291,0.045395352,0.20174368,0.4509965,0.03405964,0.1333707,0.13443407
-1958.421126_-1996.041291,0.11011117,0.15638123,0.38448083,0.03418212,0.11465934,0.2001853
-1958.421126_-2096.041291,0.099801905,0.24774109,0.34990343,0.038413033,0.15710448,0.10703609
-1958.421126_-2196.041291,0.07704471,0.19780445,0.4745308,0.039036106,0.09263008,0.118953906
-1958.421126_-2296.041291,0.059584886,0.26836243,0.4739827,0.027479714,0.0785002,0.09209009
-1958.421126_-2396.041291,0.06141434,0.2280409,0.51221526,0.030818565,0.09402355,0.07348739
-1958.421126_-2496.041291,0.069021925,0.14722118,0.43758315,0.057714034,0.16250037,0.12595932
-1958.421126_-2596.041291,0.03763947,0.21406168,0.44453108,0.027004935,0.08621983,0.19054297
-1958.421126_-2696.041291,0.038984336,0.20355314,0.5116669,0.040266745,0.11099467,0.09453419
-1958.421126_-2796.041291,0.039535213,0.19125791,0.4604452,0.042155866,0.11592554,0.15068035
-1958.421126_-2896.041291,0.04851202,0.25586602,0.46059734,0.04318759,0.11154023,0.0802968
-1958.421126_-2996.041291,0.06545684,0.18352623,0.5257426,0.02494108,0.09862061,0.1017127
-2058.421126_-1496.041291,0.07040643,0.24687679,0.44603577,0.040279318,0.09943042,0.096971296
-2058.421126_-1596.041291,0.013721189,0.0809838,0.75784785,0.048670713,0.054984253,0.043792196
-2058.421126_-1696.041291,0.014644191,0.09339902,0.6775769,0.07606033,0.07341396,0.064905584
-2058.421126_-1796.041291,0.07762929,0.16793132,0.42617324,0.04435919,0.086308956,0.19759803
-2058.421126_-1896.041291,0.053852018,0.17126976,0.53840876,0.033192948,0.08847627,0.11480033
-2058.421126_-1996.041291,0.16762176,0.2696446,0.32481718,0.035240114,0.13375811,0.06891821
-2058.421126_-2096.041291,0.07667867,0.18118304,0.38645282,0.037005354,0.11740833,0.20127182
-2058.421126_-2196.041291,0.05767625,0.18247399,0.43763733,0.07422382,0.10731381,0.14067484
-2058.421126_-2296.041291,0.09103834,0.25953743,0.46821547,0.024006963,0.08740322,0.069798626
-2058.421126_-2396.041291,0.046356633,0.15598707,0.42141086,0.057989635,0.089246534,0.22900923
-2058.421126_-2496.041291,0.054468878,0.2021626,0.5364277,0.040035687,0.08427075,0.08263449
-2058.421126_-2596.041291,0.058875144,0.23709878,0.4602168,0.035696886,0.12328454,0.08482786
-2058.421126_-2696.041291,0.047684185,0.20856844,0.5555666,0.022300089,0.10692013,0.058960535
-2058.421126_-2796.041291,0.0671215,0.19374621,0.5179386,0.035839666,0.10195303,0.0834011
-2058.421126_-2896.041291,0.07514244,0.20255399,0.50594586,0.023771107,0.12528853,0.06729803
-2058.421126_-2996.041291,0.05978319,0.22534977,0.52026427,0.024760745,0.09511665,0.074725404
-2158.421126_-1496.041291,0.030758174,0.19292125,0.5386211,0.051530555,0.07604628,0.11012263
-2158.421126_-1596.041291,0.036671836,0.19189452,0.5205315,0.049127262,0.11982679,0.08194812
-2158.421126_-1696.041291,0.025660386,0.15572155,0.61861557,0.047570195,0.08168199,0.07075023
-2158.421126_-1796.041291,0.050532233,0.1731799,0.53126115,0.04951562,0.1269466,0.06856457
-2158.421126_-1896.041291,0.05132708,0.17779934,0.4956701,0.03855378,0.13700545,0.09964423
-2158.421126_-1996.041291,0.10453238,0.26057675,0.40066564,0.033695925,0.11405452,0.08647484
-2158.421126_-2096.041291,0.10046265,0.21732543,0.46453777,0.02721835,0.10925035,0.08120551
-2158.421126_-2196.041291,0.06314603,0.19373167,0.47416615,0.030040853,0.12908825,0.109827094
-2158.421126_-2296.041291,0.054925304,0.19111595,0.5128708,0.02910065,0.13114716,0.08084015
-2158.421126_-2396.041291,0.0516068,0.15714413,0.38302106,0.04630168,0.1468735,0.21505272
-2158.421126_-2496.041291,0.05309244,0.24777913,0.47016832,0.037696023,0.12770022,0.06356374
-2158.421126_-2596.041291,0.098137885,0.24861461,0.43557167,0.03673553,0.09105757,0.089882724
-2158.421126_-2696.041291,0.051008318,0.18741141,0.5489387,0.03487094,0.08679868,0.09097202
-2158.421126_-2796.041291,0.047235154,0.24953187,0.4951144,0.026743462,0.10293276,0.078442335
-2158.421126_-2896.041291,0.06383774,0.22390665,0.46299663,0.03198684,0.13718143,0.08009077
-2158.421126_-2996.041291,0.06780516,0.2286666,0.48491794,0.03462318,0.08628638,0.09770074
-2258.421126_-1496.041291,0.037611276,0.34264866,0.4282787,0.033719704,0.07596399,0.081777655
-2258.421126_-1596.041291,0.039212827,0.221748,0.44586793,0.053572655,0.115824334,0.12377421
-2258.421126_-1696.041291,0.035989944,0.36940312,0.39219645,0.037443485,0.09696027,0.06800679
-2258.421126_-1796.041291,0.058365628,0.27919674,0.3964899,0.042858932,0.12645712,0.09663165
-2258.421126_-1896.041291,0.048839457,0.17956404,0.5056722,0.027452946,0.099446766,0.13902453
-2258.421126_-1996.041291,0.06456213,0.19004104,0.47265095,0.029554259,0.14952235,0.09366935
-2258.421126_-2096.041291,0.06738238,0.22616483,0.4774843,0.037015084,0.107950136,0.08400329
-2258.421126_-2196.041291,0.05235655,0.2437698,0.44621465,0.03786357,0.1523325,0.06746291
-2258.421126_-2296.041291,0.06529969,0.19187555,0.4811474,0.034635525,0.10068904,0.12635277
-2258.421126_-2396.041291,0.053080544,0.17103098,0.44710195,0.029490653,0.13288097,0.1664149
-2258.421126_-2496.041291,0.064500466,0.19855718,0.47968915,0.025499316,0.11285237,0.11890154
-2258.421126_-2596.041291,0.0524594,0.22999933,0.5183617,0.02116659,0.09260418,0.085408844
-2258.421126_-2696.041291,0.046108525,0.2529004,0.48691836,0.028446639,0.08595632,0.09966981
-2258.421126_-2796.041291,0.04550304,0.21539822,0.51785576,0.029185856,0.074006625,0.11805048
-2258.421126_-2896.041291,0.047092907,0.2362969,0.4769634,0.031500313,0.12288234,0.08526415
-2258.421126_-2996.041291,0.05330323,0.19472592,0.49849084,0.027346764,0.09909971,0.12703358
-2358.421126_-1496.041291,0.040494833,0.53741086,0.30059204,0.020658411,0.06616179,0.03468207
-2358.421126_-1596.041291,0.044238515,0.45384192,0.3252342,0.026748648,0.10504228,0.04489437
-2358.421126_-1696.041291,0.043148126,0.26729742,0.5020928,0.031121986,0.08315268,0.07318703
-2358.421126_-1796.041291,0.032479934,0.19454756,0.46711713,0.02993957,0.09716937,0.17874649
-2358.421126_-1896.041291,0.032707717,0.18859756,0.56130576,0.033070017,0.059675716,0.12464319
-2358.421126_-1996.041291,0.07942512,0.22773029,0.4545525,0.029549254,0.12500656,0.083736345
-2358.421126_-2096.041291,0.061389532,0.17642942,0.4641175,0.03195444,0.14486687,0.12124219
-2358.421126_-2196.041291,0.05769726,0.23599343,0.43335143,0.043968547,0.15158868,0.077400655
