,Inhibitory,Excitatory,OD,Microglia,Endothelial,Astrocyte
-2591.755065_-51.4568705,0.333050979,0.026418192,0.369372248,0.060814032,0.19825167,0.01209288
-2591.755065_1048.5431295,0,0.020011549,0.932489584,0,0.006633174,0.040865692
-2591.755065_1148.5431295,0.745739162,0.1471849,0.007565561,0.00464215,0.038410212,0.056458014
-2591.755065_1248.5431295,0.608973041,0.173911677,0.069092381,0.015533498,0.080505019,0.051984384
-2591.755065_1348.5431295,0.06487795,0.421820827,0.061339647,0,0.024528015,0.427433561
-2591.755065_148.5431295,0.283923374,0.02633975,0.184488398,0.031654063,0.473594415,0
-2591.755065_248.5431295,0.032612727,0.010679162,0.635436062,0.075102221,0.246169828,0
-2591.755065_348.5431295,0.024014,0.254895743,0.469441042,0.062459259,0.189189956,0
-2591.755065_448.5431295,0.056060399,0.051770435,0.61937546,0.05749499,0.206974738,0.008323978
-2591.755065_48.5431295,0.537463992,0.080722279,0.22355705,0.052237639,0.106019039,0
-2591.755065_548.5431295,0,0.05103336,0.579970371,0.073967636,0.295028633,0
-2591.755065_648.5431295,0.440934267,0.033385493,0.232997836,0,0.292682404,0
-2591.755065_748.5431295,0.433775305,0.047300042,0.292751359,0.042500496,0.173459541,0.010213258
-2591.755065_848.5431295,0.276622646,0.082246243,0.263272832,0.049694543,0.328163736,0
-2591.755065_948.5431295,0,0.080348737,0.910597195,0.005520985,0,0.003533083
-2691.755065_-151.4568705,0,0.044028637,0.92280423,0.016464056,0.016703077,0
-2691.755065_-51.4568705,0,0.245198949,0.165821883,0.145120871,0.389571496,0.054286801
-2691.755065_1048.5431295,0.440392911,0.054525069,0.160329572,0.048919084,0.295833365,0
-2691.755065_1148.5431295,0.131019836,0.006309332,0.771230035,0.016572273,0.074868525,0
-2691.755065_1248.5431295,0.215383916,0.425936062,0.063405786,0,0.197581481,0.097692754
-2691.755065_1348.5431295,0.709148882,0.170474067,0.045428787,0.004561516,0.029991945,0.040394803
-2691.755065_148.5431295,0,0.595818295,0.147620125,0.073016456,0.183545124,0
-2691.755065_248.5431295,0.39612107,0.478542652,0.058665024,0.033561634,0.03310962,0
-2691.755065_348.5431295,0.231731726,0.273933072,0.370594045,0.002961217,0.12077994,0
-2691.755065_448.5431295,0.276644782,0.063109852,0.623447224,0,0.030363347,0.006434794
-2691.755065_48.5431295,0,0.070375655,0.733683692,0.054161134,0.126821972,0.014957547
-2691.755065_548.5431295,0.016751536,0.011297108,0.94179349,0.010491641,0.019666226,0
-2691.755065_648.5431295,0.234065925,0.073333607,0.489823052,0.115639508,0.087137908,0
-2691.755065_748.5431295,0.167233065,0.157372296,0.358915439,0.08989394,0.201280319,0.025304941
-2691.755065_848.5431295,0,0.326909604,0.391840413,0,0.23809065,0.043159333
-2691.755065_948.5431295,0,0.094657664,0.866998376,0.026266592,0.012077368,0
-2791.755065_-151.4568705,0.134164927,0.173868576,0.489349941,0.063626398,0.132587612,0.006402546
-2791.755065_-51.4568705,0.260556021,0.003013563,0.628541858,0,0.107888558,0
-2791.755065_1048.5431295,0.583534392,0.016496802,0.040773749,0,0.359195058,0
-2791.755065_1148.5431295,0.40561552,0.199797478,0.067324337,0.099746527,0.210907179,0.016608959
-2791.755065_1248.5431295,0.059179738,0.074784193,0.193502915,0.03986307,0.616818518,0.015851565
-2791.755065_1348.5431295,0.258398271,0.579678976,0.100017648,0.021615714,0.040289391,0
-2791.755065_148.5431295,0.330802357,0.0446156,0.434505859,0.054389066,0.120393179,0.015293939
-2791.755065_248.5431295,0,0.264292,0.341877491,0.065611872,0.290322721,0.037895917
-2791.755065_348.5431295,0.069598313,0.18106047,0.121179098,0.083183979,0.544978141,0
-2791.755065_448.5431295,0,0.171489319,0.360708354,0.085763629,0.382038697,0
-2791.755065_48.5431295,0.291178874,0.159206632,0.273465781,0.076512689,0.180591168,0.019044855
-2791.755065_548.5431295,0.443154623,0.071390613,0.273540583,0.058513046,0.144835692,0.008565443
-2791.755065_648.5431295,0,0.029320492,0.923902294,0.013527465,0.029877244,0.003372505
-2791.755065_748.5431295,0,0.07285487,0.839269607,0.015835436,0.072040087,0
-2791.755065_848.5431295,0.010351226,0.194510593,0.35519584,0.00894394,0.34809917,0.082899231
-2791.755065_948.5431295,0.261956024,0.04379616,0.649811313,0,0.044436503,0
-2891.755065_-151.4568705,0,0.163129463,0.062764394,0.058572143,0.461328966,0.254205034
-2891.755065_-51.4568705,0.154848003,0.016962568,0.696416641,0.010413428,0.12135936,0
-2891.755065_1048.5431295,0,0.088434969,0.891677701,0,0.017334998,0.002552332
-2891.755065_1148.5431295,0.588950063,0.021778803,0.248943371,0.021770561,0.118557203,0
-2891.755065_1248.5431295,0.498078885,0.025226904,0.25612798,0.063793106,0.146557023,0.010216102
-2891.755065_1348.5431295,0.368508475,0.280738639,0.2562843,0.017609782,0.076858803,0
-2891.755065_148.5431295,0.06068011,0.069010354,0.852319224,0,0.017990313,0
-2891.755065_248.5431295,0,0.197690724,0.651081606,0.05359979,0.081175894,0.016451986
-2891.755065_348.5431295,0.153135292,0.005332772,0.795912009,0,0.045619926,0
-2891.755065_448.5431295,0.291786131,0.116975241,0.276706117,0.069399519,0.245132992,0
-2891.755065_48.5431295,0,0.349741612,0.379904494,0.021769563,0.197505593,0.051078738
-2891.755065_548.5431295,0.466532943,0.043638478,0.225262749,0.073375468,0.178428701,0.012761662
-2891.755065_648.5431295,0,0.125975338,0.829922803,0.018988268,0.025113591,0
-2891.755065_748.5431295,0.484482754,0.065594442,0.089790489,0.046894721,0.305382077,0.007855518
-2891.755065_848.5431295,0.444914132,0.053425587,0.217582178,0.006993487,0.274098515,0.002986102
-2891.755065_948.5431295,0.004655979,0.101873898,0.673853249,0,0.162309667,0.057307206
-2991.755065_-151.4568705,0.172451212,0.152776337,0.263831403,0.004348046,0.273952827,0.132640175
-2991.755065_-51.4568705,0.008438953,0.376077985,0.219329961,0.175066172,0.057288954,0.163797975
-2991.755065_1048.5431295,0.073605935,0.027919765,0.024960829,0.09143844,0.092705011,0.68937002
-2991.755065_1148.5431295,0,0.020837181,0.156939486,0,0.002652317,0.819571016
-2991.755065_1248.5431295,0.215763183,0.41459899,0.028741772,0.038936567,0.194267305,0.107692183
-2991.755065_1348.5431295,0.218350981,0.717035116,0.022604159,0.005377102,0.020695369,0.015937272
-2991.755065_148.5431295,0.002386429,0.771155414,0.120939437,0.003984904,0.064254643,0.037279173
-2991.755065_248.5431295,0,0.408934321,0.489422739,0.059820841,0.041822099,0
-2991.755065_348.5431295,0.113579292,0.119833447,0.61612095,0.110264498,0.040201812,0
-2991.755065_448.5431295,0.430210198,0.148853004,0.17290516,0.064185782,0.176311936,0.007533921
-2991.755065_48.5431295,0.174719369,0.211377664,0.388330679,0.017783273,0.207789014,0
-2991.755065_548.5431295,0.212397178,0.341790676,0.381461284,0,0.064350863,0
-2991.755065_648.5431295,0.295637069,0.26752475,0.085065589,0.025441866,0.319034782,0.007295944
-2991.755065_748.5431295,0.098346948,0.11310805,0.68120026,0.040959548,0.066385195,0
-2991.755065_848.5431295,0.528478189,0.059772746,0.309297443,0.02148442,0.080967202,0
-2991.755065_948.5431295,0.026615865,0.368592262,0.083303393,0.229984498,0.062214393,0.229289588
-3091.755065_-151.4568705,0.296398225,0.208948425,0.411446412,0.020706399,0.062500539,0
-3091.755065_-51.4568705,0,0.229348677,0.640373064,0.101928025,0.028350235,0
-3091.755065_1048.5431295,0,0.166137119,0.266280144,0.02001058,0.290930646,0.25664151
-3091.755065_1148.5431295,0.112796803,0.085386616,0.060111072,0,0.118297051,0.623408458
-3091.755065_1248.5431295,0,0.019172076,0.034010207,0,0.01520589,0.931611827
-3091.755065_1348.5431295,0.008285007,0.916955131,0.04443119,0.009075554,0.009300176,0.011952942
-3091.755065_148.5431295,0.178617929,0.029900358,0.639463385,0.025925304,0.121181155,0.004911868
-3091.755065_248.5431295,0.020605078,0.069517031,0.314347666,0.117204403,0.470686691,0.00763913
-3091.755065_348.5431295,0.054554894,0.231169984,0.619597465,0.066883281,0.027794375,0
-3091.755065_448.5431295,0.006697416,0.536645458,0.306762173,0.040093365,0.109801588,0
-3091.755065_48.5431295,0,0.102543857,0.679763604,0.059171778,0.158520761,0
-3091.755065_548.5431295,0.311825964,0.041694583,0.499515647,0.011892934,0.135070872,0
-3091.755065_648.5431295,0.370910795,0.052529194,0.112242496,0.004892736,0.453239912,0.006184868
-3091.755065_748.5431295,0.371341944,0.071736009,0.354798091,0.033801097,0.162536585,0.005786275
-3091.755065_848.5431295,0.372268195,0.271065421,0.187535022,0.067998042,0.10113332,0
-3091.755065_948.5431295,0.443817568,0.035781769,0.113685803,0.068175693,0.338539166,0
-3191.755065_-151.4568705,0.268385544,0.022409009,0.151471935,0.036021934,0.521711578,0
-3191.755065_-51.4568705,0,0.022004942,0.912795561,0.006237531,0.058961966,0
-3191.755065_1048.5431295,0.572297832,0.064921047,0.211582336,0.062940076,0.08439145,0.003867259
-3191.755065_1148.5431295,0.199215428,0.031307405,0.070293194,0.052467036,0.632627968,0.014088968
-3191.755065_1248.5431295,0.312725077,0.36135846,0.036646401,0.01215756,0.167385545,0.109726957
-3191.755065_1348.5431295,0.189182885,0.637856843,0.08642364,0.03430954,0.052227092,0
-3191.755065_148.5431295,0.01407723,0.071338548,0.797346629,0.016076911,0.092014433,0.00914625
-3191.755065_248.5431295,0,0.053899085,0.691761611,0.055344137,0.198995167,0
-3191.755065_348.5431295,0,0.029876351,0.943832875,0.010027647,0.016263128,0
-3191.755065_448.5431295,0,0.050044377,0.478047269,0.132280679,0.329693741,0.009933934
-3191.755065_48.5431295,0,0.384275395,0.232612473,0.104659913,0.244153545,0.034298674
-3191.755065_548.5431295,0,0.229968227,0.592766089,0.032569826,0.144695858,0
-3191.755065_648.5431295,0.023995513,0.084390626,0.123739486,0.191533628,0.569541864,0.006798884
-3191.755065_748.5431295,0.019523361,0.056388022,0.216944864,0.089276946,0.617866807,0
-3191.755065_848.5431295,0,0.084775859,0.110753608,0.414364169,0.364429516,0.025676848
-3191.755065_948.5431295,0.003545905,0.175315495,0.165080079,0.059375428,0.592252669,0.004430424
-3291.755065_-151.4568705,0.008829477,0.224442734,0.107250853,0.248534591,0.373419986,0.03752236
-3291.755065_-51.4568705,0.317410248,0.035885715,0.451484074,0.041606952,0.148712837,0.004900174
-3291.755065_1048.5431295,0,0.041910593,0.677322181,0.062431082,0.218336145,0
-3291.755065_1148.5431295,0,0.231500907,0.349403341,0.085209147,0.300378773,0.033507833
-3291.755065_1248.5431295,0.357597905,0.509337767,0.06318361,0,0.051316762,0.018563956
-3291.755065_1348.5431295,0.600360276,0.122719539,0.095425489,0,0.09260601,0.088888687
-3291.755065_148.5431295,0.002346707,0.146929897,0.773468926,0.05991888,0.01733559,0
-3291.755065_248.5431295,0,0.086086812,0.453114161,0.039498709,0.421300318,0
-3291.755065_348.5431295,0.215262321,0.041308543,0.556684374,0.033106013,0.153638749,0
-3291.755065_448.5431295,0.155154172,0.011476679,0.793471181,0,0.039897968,0
-3291.755065_48.5431295,0.042427287,0.607365973,0.137007659,0.084472713,0.128726368,0
-3291.755065_548.5431295,0.001672601,0.150426226,0.760635035,0.045281943,0.041984195,0
-3291.755065_648.5431295,0.037456252,0.397330057,0.36123399,0.104302895,0.099676806,0
-3291.755065_748.5431295,0.043477414,0.067439115,0.144589942,0.098050534,0.640577788,0.005865207
-3291.755065_848.5431295,0.347690875,0.072555696,0.516882155,0,0.059018643,0.003852631
-3291.755065_948.5431295,0.317584916,0.047466008,0.367829628,0.051117141,0.216002307,0
-3391.755065_-151.4568705,0.319864774,0.143906035,0.374973866,0.065314909,0.095940416,0
-3391.755065_-51.4568705,0.007046648,0.02663764,0.659367635,0.050404543,0.238619308,0.017924224
-3391.755065_1048.5431295,0.41082973,0.076324901,0.188300645,0.061809575,0.241873603,0.020861547
-3391.755065_1148.5431295,0.287551728,0.040507771,0.15912159,0.062769376,0.450049534,0
-3391.755065_1248.5431295,0.395856205,0.087913299,0.092671807,0.037320637,0.217503875,0.168734177
-3391.755065_1348.5431295,0.07667448,0.504588673,0.088262311,0,0.056508656,0.273965881
-3391.755065_148.5431295,0,0.146928552,0.851979212,0,0.001092236,0
-3391.755065_248.5431295,0.246110755,0.120073559,0.150302907,0.136498156,0.327031326,0.019983296
-3391.755065_348.5431295,0.003166049,0.261084423,0.248359162,0.029327686,0.454106555,0.003956125
-3391.755065_448.5431295,0,0.0104279,0.506841766,0.096431347,0.38315409,0.003144897
-3391.755065_48.5431295,0.289899339,0.181319992,0.38420261,0.076665451,0.067912608,0
-3391.755065_548.5431295,0.311295478,0.252429424,0.388603246,0,0.039740371,0.00793148
-3391.755065_648.5431295,0,0.423469274,0.250281371,0.09968972,0.217612273,0.008947363
-3391.755065_748.5431295,0,0.160833174,0.694226619,0.001316562,0.143623646,0
-3391.755065_848.5431295,0.278679912,0.129807922,0.56520443,0,0.026307736,0
-3391.755065_948.5431295,0,0.107585748,0.892414252,0,0,0
-3491.755065_-151.4568705,0.306996174,0.075899098,0.532901168,0.012322987,0.071880573,0
-3491.755065_-51.4568705,0,0.102905135,0.157640739,0.063931035,0.654541637,0.020981453
-3491.755065_1048.5431295,0.250575178,0.120450392,0.223166003,0.034787407,0.37102102,0
-3491.755065_1148.5431295,0.104838742,0.54477303,0.124319623,0.067856052,0.021890161,0.136322392
-3491.755065_1248.5431295,0.365997423,0.139269711,0.087548872,0,0.396348873,0.010835121
-3491.755065_1348.5431295,0.061020532,0.002732491,0.397997184,0,0.005770072,0.532479721
-3491.755065_148.5431295,0.14713192,0.009643394,0.777510246,0.012012581,0.05370186,0
-3491.755065_248.5431295,0.200251886,0.212523396,0.344159142,0.032496165,0.210569411,0
-3491.755065_348.5431295,0,0.726745441,0.108712585,0.032769421,0.09483113,0.036941423
-3491.755065_448.5431295,0.009919402,0.028141342,0.83560509,0.018907189,0.089305972,0.018121006
-3491.755065_48.5431295,0.62081087,0.198137123,0.05890294,0,0.089762423,0.032386644
-3491.755065_548.5431295,0.157864624,0.196244732,0.387467096,0.066843063,0.1675043,0.024076185
-3491.755065_648.5431295,0.526509728,0.110698902,0.188477425,0.076296024,0.098017921,0
-3491.755065_748.5431295,0,0.090767127,0.4885021,0.098559575,0.315748962,0.006422236
-3491.755065_848.5431295,0.019177438,0.207451007,0.08333206,0.067705527,0.437536578,0.18479739
-3491.755065_948.5431295,0,0.065031864,0.885113162,0.006615182,0.043239792,0
-3591.755065_-151.4568705,0.133045766,0.007920696,0.83598708,0.012072094,0.010974364,0
-3591.755065_-51.4568705,0.011073155,0.010804249,0.88195931,0.039187873,0.056975413,0
-3591.755065_1048.5431295,0.019591984,0.213348663,0.721172538,0.03261666,0.013270154,0
-3591.755065_1148.5431295,0.603892549,0.065357888,0.177419192,0.006033057,0.146417705,0.000879609
-3591.755065_1248.5431295,0.441916497,0.189320045,0.109286543,0.043355261,0.201169319,0.014952335
-3591.755065_1348.5431295,0.426912549,0.126382733,0.079886202,0.035217341,0.31294901,0.018652164
-3591.755065_148.5431295,0.022286022,0.202315308,0.246580237,0.086931808,0.441886624,0
-3591.755065_248.5431295,0.206932431,0.200319572,0.161537871,0.058526701,0.372683425,0
-3591.755065_348.5431295,0.519812171,0.146045459,0.047600539,0.074795867,0.130141444,0.081604521
-3591.755065_448.5431295,0.098434397,0.039886076,0.262050468,0.022616431,0.550568708,0.026443921
-3591.755065_48.5431295,0.294054808,0.05834021,0.153112679,0.003593567,0.438373589,0.052525147
-3591.755065_548.5431295,0.012113926,0.060966748,0.909033855,0.017885471,0,0
-3591.755065_648.5431295,0,0.425320794,0.020445063,0.317769008,0.210625775,0.02583936
-3591.755065_748.5431295,0.317722489,0.002908815,0.529001117,0,0.150367579,0
-3591.755065_848.5431295,0.011768954,0.083626719,0.290927792,0.08713429,0.526542245,0
-3591.755065_948.5431295,0.306394747,0.105757641,0.116645078,0.118773614,0.337737029,0.014691892
-3691.755065_-151.4568705,0.448233382,0.094171246,0.070122115,0.014723011,0.372750246,0
-3691.755065_-51.4568705,0.019194748,0.650095064,0.285480423,0.041878702,0.003351062,0
-3691.755065_1048.5431295,0,0.058698417,0.678894991,0.026581111,0.231644659,0.004180823
-3691.755065_1148.5431295,0.210455219,0.066625341,0.538055121,0.032963357,0.145592793,0.006308169
-3691.755065_1248.5431295,0,0.071120435,0.901713869,0.010722281,0.00999777,0.006445645
-3691.755065_1348.5431295,0.336886147,0.124842599,0.108085575,0.112995937,0.297768759,0.019420983
-3691.755065_148.5431295,0.550273855,0.083993928,0.191723441,0,0.166833863,0.007174913
-3691.755065_248.5431295,0.386157878,0.019526285,0.178399356,0.014929538,0.400986942,0
-3691.755065_348.5431295,0.048002985,0.045560039,0.075863959,0.045149189,0.777781203,0.007642625
-3691.755065_448.5431295,0,0.260150631,0.314114986,0.266182346,0.159552038,0
-3691.755065_48.5431295,0.427340521,0.07094337,0.282296123,0.011635016,0.186871373,0.020913597
-3691.755065_548.5431295,0.159798715,0.551912649,0.078516103,0.043662961,0.152393827,0.013715746
-3691.755065_648.5431295,0,0.229744608,0.503900895,0.034150975,0.120716197,0.111487325
-3691.755065_748.5431295,0.644117456,0.073543201,0.17788913,0,0.104450213,0
-3691.755065_848.5431295,0.197585311,0.009019036,0.411887021,0.060097111,0.314092916,0.007318605
-3691.755065_948.5431295,0,0.060824872,0.807249872,0.043118199,0.07457627,0.014230787
-3791.755065_-151.4568705,0.64662995,0.040120481,0.086144553,0,0.227105016,0
-3791.755065_-51.4568705,0.357367805,0.015346702,0.275025292,0.056099231,0.26985521,0.026305759
-3791.755065_1048.5431295,0,0.262535306,0.589060622,0.067158511,0.068197421,0.013048139
-3791.755065_1148.5431295,0.071161448,0.135893664,0.550792066,0.032230408,0.209922415,0
-3791.755065_1248.5431295,0.002524224,0.147769231,0.77565107,0.044092181,0.029963294,0
-3791.755065_1348.5431295,0.004710212,0.125154527,0.571245005,0,0.142184301,0.156705955
-3791.755065_148.5431295,0,0.258537962,0.266866747,0.236275476,0.238319816,0
-3791.755065_248.5431295,0.482213022,0.13327468,0.027967294,0,0.338672242,0.017872762
-3791.755065_348.5431295,0.415860315,0.046425431,0.115312083,0,0.422402171,0
-3791.755065_448.5431295,0.71740774,0.103223057,0.075611281,0.008611063,0.095146859,0
-3791.755065_48.5431295,0.410444677,0.158294124,0.068908353,0.051818125,0.31053472,0
-3791.755065_548.5431295,0.345739456,0.004433438,0.522245294,0,0.127581812,0
-3791.755065_648.5431295,0.292264279,0.273647481,0.259733206,0.071931986,0.102423048,0
-3791.755065_748.5431295,0.001315466,0.064745468,0.883570532,0.017543972,0.032824563,0
-3791.755065_848.5431295,0.725953514,0.027244919,0.051400822,0.029940486,0.165460259,0
-3791.755065_948.5431295,0.442322369,0.024132845,0.096848994,0.024943232,0.411752561,0
1011.1452947_-149.83643,0.304794174,0.095026313,0.19274322,0.230419764,0.128034683,0.048981845
1011.1452947_-249.83643,0.739688222,0.177630909,0.04303869,0,0.02691408,0.012728099
1011.1452947_-349.83643,0.229737367,0.022408919,0.087752433,0,0.602130271,0.05797101
1011.1452947_-449.83643,0.013212044,0.151546516,0.828045864,0,0.004739914,0.002455662
1011.1452947_-49.83643,0,0.037416263,0.567748447,0.10282222,0.287066988,0.004946082
1011.1452947_-549.83643,0.624441658,0.172571304,0.080939289,0.058393156,0.063654593,0
1011.1452947_150.16357,0.354916085,0.166642178,0.346686273,0.017744762,0.114010703,0
1011.1452947_250.16357,0.376754676,0.026808823,0.307968946,0.007787934,0.279379158,0.001300464
1011.1452947_350.16357,0.162512543,0.251152346,0.444688888,0.056218598,0.085427625,0
1011.1452947_450.16357,0.218797394,0.032950091,0.713314107,0.00700155,0.027936857,0
1011.1452947_50.16357,0.412843043,0.027580469,0.290719237,0.043558438,0.225298813,0
1011.1452947_550.16357,0,0.226115677,0.471695572,0.092104811,0.210083939,0
1011.1452947_650.16357,0.337631356,0.018442315,0.057887405,0.059617725,0.517492764,0.008928436
1011.1452947_750.16357,0,0.157363219,0.797500184,0.027388605,0.017747993,0
1011.1452947_850.16357,0.386988081,0.038084986,0.109781862,0.02048339,0.444661681,0
1011.1452947_950.16357,0.004100131,0.161796423,0.408273423,0.062847093,0.343604849,0.01937808
1111.1452947_-149.83643,0.353254434,0.042388265,0.491463278,0.020951551,0.091942472,0
1111.1452947_-249.83643,0.292137534,0.024033298,0.599357782,0.031560377,0.039472459,0.01343855
1111.1452947_-349.83643,0.092693651,0.057274302,0.237911421,0.200378165,0.41174246,0
1111.1452947_-449.83643,0.183205974,0.07185741,0.72150885,0.006901461,0.016526304,0
1111.1452947_-49.83643,0.389526246,0.108104033,0.294183292,0.019030446,0.189155982,0
1111.1452947_-549.83643,0.242325367,0.48873874,0.102007385,0.003458282,0.091408755,0.072061472
1111.1452947_150.16357,0.585578982,0.092384714,0.234700334,0,0.085690214,0.001645755
1111.1452947_250.16357,0.046500244,0.058346463,0.283843567,0,0.56802738,0.043282346
1111.1452947_350.16357,0.012106756,0.090567283,0.829392175,0.029863949,0.038069837,0
1111.1452947_450.16357,0.013328655,0.028657178,0.739879563,0.060572331,0.157562273,0
1111.1452947_50.16357,0.068615828,0.10309944,0.093900788,0,0.486717004,0.24766694
1111.1452947_550.16357,0.162909487,0.231964955,0.548799776,0.041150946,0.015174837,0
1111.1452947_650.16357,0.127950928,0.183674351,0.376382693,0.066016056,0.245975971,0
1111.1452947_750.16357,0.415323725,0.160321007,0.260394852,0.079832398,0.084128018,0
1111.1452947_850.16357,0.359909598,0.030591359,0.26057957,0.023872484,0.302685238,0.022361751
1111.1452947_950.16357,0.708311731,0.040391381,0.012977219,0,0.165634427,0.072685242
1211.1452947_-149.83643,0.047300323,0.017392548,0.928239918,0,0.007067211,0
1211.1452947_-249.83643,0,0.219544188,0.073375568,0.352866623,0.315853787,0.038359833
1211.1452947_-349.83643,0,0.113371716,0.536383563,0.043960897,0.297268458,0.009015366
1211.1452947_-449.83643,0.235180329,0.006921025,0.427174195,0.005541468,0.325182983,0
1211.1452947_-49.83643,0.391426311,0.404227541,0.073137875,0.075355581,0.055852692,0
1211.1452947_-549.83643,0.316196511,0.141389423,0.444680851,0.014472661,0.083260554,0
1211.1452947_150.16357,0.491710026,0.159427041,0.169307045,0.032417517,0.14713837,0
1211.1452947_250.16357,0.002835158,0.230059087,0.653587459,0.062444469,0.051073827,0
1211.1452947_350.16357,0,0.144946896,0.793798273,0.041681822,0.019573008,0
1211.1452947_450.16357,0.328624625,0.38102655,0.157252398,0,0.133096427,0
1211.1452947_50.16357,0.436378175,0.310248216,0.036958979,0.031016101,0.155668512,0.029730017
1211.1452947_550.16357,0.324036796,0.268056269,0.074407397,0.098299788,0.221122596,0.014077153
1211.1452947_650.16357,0.361275764,0.035664405,0.504820835,0.01645735,0.076328419,0.005453227
1211.1452947_750.16357,0.005237816,0.052458479,0.131560341,0.027470705,0.762632896,0.020639763
1211.1452947_850.16357,0.102666363,0.69833356,0.035368322,0.037877836,0.031352074,0.094401845
1211.1452947_950.16357,0,0.145278657,0.621698614,0,0.092092377,0.140930351
1311.1452947_-149.83643,0.266809318,0.109001227,0.128737715,0.161324937,0.290204313,0.043922491
1311.1452947_-249.83643,0.041018838,0.262974114,0.568132505,0.057234594,0.07063995,0
1311.1452947_-349.83643,0,0.32801392,0.468741584,0,0.158838534,0.044405963
1311.1452947_-449.83643,0.098324518,0.052608501,0.669169113,0.040030748,0.120733884,0.019133237
1311.1452947_-49.83643,0.061100355,0.434108235,0.255102782,0.084980687,0.116459882,0.048248058
1311.1452947_-549.83643,0,0.143865967,0.224279915,0.112219412,0.519634707,0
1311.1452947_150.16357,0.213527003,0.23773852,0.50412117,0.016684269,0.027929039,0
1311.1452947_250.16357,0.428651873,0.017557631,0.154648439,0.034413673,0.359959919,0.004768465
1311.1452947_350.16357,0.077602419,0.067630718,0.229378318,0.066284197,0.559104348,0
1311.1452947_450.16357,0,0.019642054,0.753947924,0.075833423,0.150576599,0
1311.1452947_50.16357,0.007175759,0.244285092,0.051148636,0.427687366,0.232276295,0.037426852
1311.1452947_550.16357,0.193102844,0.280827768,0.208883526,0.185310064,0.121786184,0.010089613
1311.1452947_650.16357,0.310969583,0.027326844,0.516516384,0.018231821,0.126955367,0
1311.1452947_750.16357,0.015946355,0.015444939,0.813987197,0.007415283,0.147206226,0
1311.1452947_850.16357,0.390863418,0.557690936,0.000759697,0,0.01620192,0.034484029
1311.1452947_950.16357,0.521030178,0.29214239,0.032301767,0.009520367,0.065439236,0.079566062
1411.1452947_-149.83643,0.004509318,0.142449678,0.738310253,0.065329756,0.049400993,0
1411.1452947_-249.83643,0,0.168057742,0.514032241,0.008815773,0.306929367,0.002164877
1411.1452947_-349.83643,0.102078524,0.062840328,0.331265089,0.120254723,0.368576408,0.014984928
1411.1452947_-449.83643,0,0.171000712,0.563066179,0.009387632,0.256545477,0
1411.1452947_-49.83643,0.017725087,0.069870084,0.674836832,0.03715184,0.200416157,0
1411.1452947_-549.83643,0,0.1246821,0.361246829,0.050438968,0.463632102,0
1411.1452947_150.16357,0.316621416,0.234411113,0.304760496,0.036982264,0.107224711,0
1411.1452947_250.16357,0,0.180879934,0.18394478,0.303388377,0.309673125,0.022113784
1411.1452947_350.16357,0.656885895,0.118201381,0.160295179,0,0.063271128,0.001346418
1411.1452947_450.16357,0.063972386,0.009494236,0.900353423,0.003755066,0.022424889,0
1411.1452947_50.16357,0,0.357837713,0.087016816,0.29321319,0.239763857,0.022168425
1411.1452947_550.16357,0,0.250827101,0.373143195,0.219100142,0.156929561,0
1411.1452947_650.16357,0.545387482,0.054455604,0.28066021,0.026210528,0.093286176,0
1411.1452947_750.16357,0,0.042209299,0.83353263,0.04207376,0.068675488,0.013508822
1411.1452947_850.16357,0,0.161868239,0.207726644,0.10266951,0.527735608,0
1411.1452947_950.16357,0.030271573,0.904092109,0.046571169,0,0.013160719,0.00590443
1511.1452947_-149.83643,0.152847307,0.020814462,0.74581155,0,0.08052668,0
1511.1452947_-249.83643,0.296453125,0.304556587,0.243474013,0,0.118258806,0.037257469
1511.1452947_-349.83643,0,0.233575435,0.223609545,0.241673132,0.301141888,0
1511.1452947_-449.83643,0,0.316788044,0.234162919,0.088476456,0.344422844,0.016149736
1511.1452947_-49.83643,0,0.017979779,0.896207429,0.013860633,0.071952159,0
1511.1452947_-549.83643,0.373472051,0.343730155,0.202673647,0,0.080124147,0
1511.1452947_150.16357,0.073038548,0.115587759,0.561853025,0.019633552,0.224450889,0.005436226
1511.1452947_250.16357,0,0.371450003,0.423041778,0,0.177708727,0.027799493
1511.1452947_350.16357,0.309042619,0.116094456,0.271041465,0.072428056,0.213377997,0.018015407
1511.1452947_450.16357,0.420684924,0.012660471,0.092216058,0.027199909,0.443941751,0.003296888
1511.1452947_50.16357,0.374443461,0.19825978,0.360353472,0.028891742,0.038051544,0
1511.1452947_550.16357,0,0.124002832,0.439682286,0.007247065,0.429067818,0
1511.1452947_650.16357,0.302884976,0.004263494,0.135447763,0.05554025,0.501863517,0
1511.1452947_750.16357,0.080989589,0.041245395,0.839095788,0.013276661,0.025392567,0
1511.1452947_850.16357,0,0.217339258,0.749412512,0.026236836,0.007011394,0
1511.1452947_950.16357,0,0.87459441,0.032534455,0,0.088086205,0.004784931
1611.1452947_-149.83643,0.082973357,0.423387817,0.156773608,0.07080325,0.258131322,0.007930646
1611.1452947_-249.83643,0,0.307007075,0.343011959,0.177736719,0.119810621,0.052433625
1611.1452947_-349.83643,0,0.137262188,0.862737812,0,0,0
1611.1452947_-449.83643,0,0.081029594,0.873774244,0.024208193,0.020987969,0
1611.1452947_-49.83643,0.170333656,0,0.678198027,0.014589396,0.136878921,0
