,Inhibitory,Excitatory,OD,Microglia,Endothelial,Astrocyte
-3691.755065_48.5431295,5.30E-02,2.10E-01,3.40E-01,1.12E-01,1.45E-01,1.40E-01
-3691.755065_548.5431295,5.61E-03,2.37E-01,2.45E-01,9.75E-02,1.99E-01,2.17E-01
-3691.755065_648.5431295,2.15E-02,2.89E-01,3.15E-01,9.17E-02,1.60E-01,1.23E-01
-3691.755065_748.5431295,1.04E-01,1.13E-01,4.23E-01,1.26E-01,2.02E-01,3.18E-02
-3691.755065_848.5431295,3.94E-02,2.49E-01,2.30E-01,1.36E-01,2.42E-01,1.04E-01
-3691.755065_948.5431295,5.14E-02,1.82E-01,2.62E-01,1.41E-01,1.78E-01,1.86E-01
-3791.755065_-151.4568705,1.45E-02,2.44E-01,3.18E-01,1.04E-01,2.41E-01,7.85E-02
-3791.755065_-51.4568705,6.05E-02,1.59E-01,4.24E-01,1.12E-01,1.47E-01,9.76E-02
-3791.755065_1048.5431295,7.65E-02,2.34E-01,3.45E-01,1.01E-01,1.22E-01,1.22E-01
-3791.755065_1148.5431295,6.09E-02,2.06E-01,2.28E-01,9.03E-02,7.57E-02,3.39E-01
-3791.755065_1248.5431295,1.15E-01,2.11E-01,3.45E-01,1.09E-01,1.31E-01,8.93E-02
-3791.755065_1348.5431295,1.03E-01,1.96E-01,3.96E-01,1.03E-01,1.38E-01,6.44E-02
-3791.755065_148.5431295,4.97E-02,2.93E-01,3.22E-01,8.58E-02,1.11E-01,1.37E-01
-3791.755065_248.5431295,1.00E-01,2.12E-01,3.84E-01,1.02E-01,1.47E-01,5.49E-02
-3791.755065_348.5431295,5.23E-02,1.91E-01,4.16E-01,1.05E-01,1.72E-01,6.33E-02
-3791.755065_448.5431295,1.17E-02,2.13E-01,2.35E-01,1.25E-01,2.45E-01,1.71E-01
-3791.755065_48.5431295,3.89E-02,2.93E-01,2.74E-01,1.06E-01,1.71E-01,1.18E-01
-3791.755065_548.5431295,7.87E-03,1.60E-01,2.04E-01,1.37E-01,2.58E-01,2.33E-01
-3791.755065_648.5431295,8.89E-03,1.96E-01,3.04E-01,1.09E-01,2.10E-01,1.73E-01
-3791.755065_748.5431295,1.52E-02,2.79E-01,2.88E-01,9.31E-02,1.62E-01,1.63E-01
-3791.755065_848.5431295,1.26E-02,1.59E-01,2.30E-01,1.39E-01,2.32E-01,2.27E-01
-3791.755065_948.5431295,8.26E-02,1.78E-01,3.38E-01,1.25E-01,2.46E-01,3.09E-02
1011.1452947_-149.83643,9.41E-03,2.65E-01,2.32E-01,1.09E-01,2.41E-01,1.44E-01
1011.1452947_-249.83643,1.52E-02,1.26E-01,2.33E-01,1.66E-01,3.09E-01,1.50E-01
1011.1452947_-349.83643,4.49E-02,3.34E-01,2.81E-01,9.39E-02,1.59E-01,8.78E-02
1011.1452947_-449.83643,3.51E-02,3.63E-01,2.86E-01,8.25E-02,1.44E-01,8.87E-02
1011.1452947_-49.83643,1.21E-02,3.22E-01,2.34E-01,9.01E-02,1.69E-01,1.74E-01
1011.1452947_-549.83643,1.98E-02,2.06E-01,3.08E-01,1.10E-01,1.66E-01,1.90E-01
1011.1452947_150.16357,4.93E-02,2.94E-01,3.74E-01,8.20E-02,1.56E-01,4.44E-02
1011.1452947_250.16357,3.66E-02,2.41E-01,3.23E-01,1.13E-01,2.25E-01,6.15E-02
1011.1452947_350.16357,4.13E-02,2.49E-01,3.40E-01,1.02E-01,1.52E-01,1.16E-01
1011.1452947_450.16357,1.25E-02,2.26E-01,1.98E-01,1.20E-01,2.04E-01,2.40E-01
1011.1452947_50.16357,7.42E-03,2.46E-01,3.02E-01,9.40E-02,1.99E-01,1.51E-01
1011.1452947_550.16357,6.96E-02,2.78E-01,3.09E-01,9.97E-02,1.33E-01,1.11E-01
1011.1452947_650.16357,2.86E-02,2.36E-01,2.64E-01,1.03E-01,1.31E-01,2.38E-01
1011.1452947_750.16357,2.57E-02,2.58E-01,2.28E-01,1.14E-01,1.70E-01,2.05E-01
1011.1452947_850.16357,1.36E-01,2.37E-01,3.36E-01,9.99E-02,1.46E-01,4.55E-02
1011.1452947_950.16357,4.78E-02,2.53E-01,3.70E-01,8.84E-02,1.17E-01,1.24E-01
1111.1452947_-149.83643,5.03E-03,3.37E-01,2.09E-01,8.39E-02,2.04E-01,1.61E-01
1111.1452947_-249.83643,3.06E-03,2.00E-01,1.53E-01,1.13E-01,2.59E-01,2.73E-01
1111.1452947_-349.83643,7.95E-02,1.66E-01,3.51E-01,1.28E-01,1.53E-01,1.22E-01
1111.1452947_-449.83643,4.84E-02,1.71E-01,2.94E-01,1.14E-01,1.17E-01,2.56E-01
1111.1452947_-49.83643,6.12E-03,2.49E-01,2.59E-01,8.32E-02,1.49E-01,2.54E-01
1111.1452947_-549.83643,7.40E-02,1.02E-01,4.81E-01,1.20E-01,1.54E-01,6.81E-02
1111.1452947_150.16357,1.18E-02,3.91E-01,2.19E-01,8.24E-02,1.86E-01,1.10E-01
1111.1452947_250.16357,2.74E-02,3.32E-01,2.51E-01,9.71E-02,1.70E-01,1.22E-01
1111.1452947_350.16357,3.12E-02,2.45E-01,3.10E-01,1.14E-01,2.29E-01,7.10E-02
1111.1452947_450.16357,1.35E-02,2.65E-01,2.17E-01,9.31E-02,1.39E-01,2.72E-01
1111.1452947_50.16357,1.50E-02,3.09E-01,2.29E-01,1.01E-01,1.96E-01,1.49E-01
1111.1452947_550.16357,1.26E-02,2.29E-01,1.52E-01,6.87E-02,7.46E-02,4.63E-01
1111.1452947_650.16357,2.11E-01,2.37E-01,3.00E-01,8.67E-02,8.78E-02,7.71E-02
1111.1452947_750.16357,3.52E-02,3.46E-01,2.41E-01,9.58E-02,1.56E-01,1.26E-01
1111.1452947_850.16357,1.36E-02,3.19E-01,3.20E-01,7.16E-02,1.22E-01,1.54E-01
1111.1452947_950.16357,6.65E-04,2.62E-01,3.64E-01,5.58E-02,2.35E-01,8.30E-02
1211.1452947_-149.83643,3.45E-03,1.83E-01,1.76E-01,1.27E-01,3.39E-01,1.72E-01
1211.1452947_-249.83643,1.17E-03,2.87E-01,1.26E-01,8.55E-02,2.70E-01,2.30E-01
1211.1452947_-349.83643,7.68E-03,2.65E-01,2.94E-01,9.47E-02,2.27E-01,1.12E-01
1211.1452947_-449.83643,6.34E-03,3.07E-01,1.84E-01,8.06E-02,1.46E-01,2.77E-01
1211.1452947_-49.83643,4.08E-04,2.73E-01,1.03E-01,7.70E-02,3.07E-01,2.40E-01
1211.1452947_-549.83643,1.72E-02,3.19E-01,2.14E-01,9.60E-02,1.62E-01,1.92E-01
1211.1452947_150.16357,9.33E-02,2.32E-01,3.68E-01,9.63E-02,1.20E-01,9.01E-02
1211.1452947_250.16357,2.82E-02,2.08E-01,2.99E-01,1.24E-01,2.00E-01,1.39E-01
1211.1452947_350.16357,7.71E-03,2.81E-01,1.92E-01,8.99E-02,1.58E-01,2.71E-01
1211.1452947_450.16357,9.92E-03,2.79E-01,1.97E-01,9.16E-02,1.51E-01,2.71E-01
1211.1452947_50.16357,2.03E-03,3.06E-01,1.47E-01,9.27E-02,3.25E-01,1.27E-01
1211.1452947_550.16357,4.23E-03,4.04E-01,1.34E-01,7.10E-02,1.59E-01,2.29E-01
1211.1452947_650.16357,7.45E-03,2.68E-01,2.32E-01,9.41E-02,1.81E-01,2.18E-01
1211.1452947_750.16357,3.57E-02,4.46E-01,2.75E-01,4.87E-02,6.28E-02,1.32E-01
1211.1452947_850.16357,1.20E-02,4.81E-01,3.46E-01,3.39E-02,6.96E-02,5.73E-02
1211.1452947_950.16357,1.64E-04,2.54E-01,6.41E-01,1.28E-02,5.97E-02,3.20E-02
1311.1452947_-149.83643,1.90E-03,1.91E-01,1.42E-01,1.16E-01,3.29E-01,2.20E-01
1311.1452947_-249.83643,3.46E-03,2.68E-01,1.59E-01,1.07E-01,3.04E-01,1.58E-01
1311.1452947_-349.83643,1.55E-03,3.07E-01,1.51E-01,7.34E-02,1.91E-01,2.75E-01
1311.1452947_-449.83643,8.80E-03,2.31E-01,2.47E-01,1.02E-01,1.80E-01,2.31E-01
1311.1452947_-49.83643,1.65E-03,3.66E-01,1.23E-01,7.56E-02,2.31E-01,2.02E-01
1311.1452947_-549.83643,1.06E-02,2.82E-01,2.86E-01,8.13E-02,1.38E-01,2.02E-01
1311.1452947_150.16357,7.09E-03,2.16E-01,1.89E-01,8.88E-02,1.34E-01,3.65E-01
1311.1452947_250.16357,8.53E-03,3.31E-01,1.88E-01,8.70E-02,1.65E-01,2.21E-01
1311.1452947_350.16357,2.74E-02,2.88E-01,3.24E-01,9.54E-02,1.81E-01,8.48E-02
1311.1452947_450.16357,2.75E-02,2.49E-01,2.70E-01,1.21E-01,2.24E-01,1.08E-01
1311.1452947_50.16357,8.79E-03,2.04E-01,2.28E-01,1.26E-01,2.71E-01,1.62E-01
1311.1452947_550.16357,2.17E-02,2.80E-01,2.34E-01,9.14E-02,1.24E-01,2.49E-01
1311.1452947_650.16357,2.50E-02,2.92E-01,2.53E-01,9.41E-02,1.36E-01,2.00E-01
1311.1452947_750.16357,1.39E-01,2.59E-01,3.75E-01,7.80E-02,1.10E-01,3.88E-02
1311.1452947_850.16357,4.21E-02,4.80E-01,3.73E-01,2.85E-02,5.00E-02,2.71E-02
1311.1452947_950.16357,4.12E-02,3.25E-01,4.31E-01,5.57E-02,1.24E-01,2.25E-02
1411.1452947_-149.83643,2.22E-03,3.28E-01,1.53E-01,6.91E-02,1.59E-01,2.89E-01
1411.1452947_-249.83643,3.08E-03,2.11E-01,1.23E-01,9.45E-02,1.82E-01,3.87E-01
1411.1452947_-349.83643,1.46E-03,3.14E-01,1.18E-01,8.49E-02,2.63E-01,2.18E-01
1411.1452947_-449.83643,1.42E-03,4.09E-01,1.75E-01,6.44E-02,2.52E-01,9.83E-02
1411.1452947_-49.83643,3.91E-03,2.17E-01,2.27E-01,1.00E-01,2.19E-01,2.34E-01
1411.1452947_-549.83643,2.33E-03,3.07E-01,1.79E-01,8.59E-02,2.47E-01,1.78E-01
1411.1452947_150.16357,2.11E-01,2.14E-01,3.25E-01,9.05E-02,9.76E-02,6.26E-02
1411.1452947_250.16357,2.90E-02,2.78E-01,2.30E-01,1.16E-01,1.87E-01,1.60E-01
1411.1452947_350.16357,7.80E-02,1.57E-01,3.72E-01,1.28E-01,2.25E-01,4.06E-02
1411.1452947_450.16357,2.79E-02,2.67E-01,2.14E-01,1.20E-01,1.87E-01,1.84E-01
1411.1452947_50.16357,4.64E-03,1.97E-01,1.52E-01,1.09E-01,2.04E-01,3.34E-01
1411.1452947_550.16357,1.40E-02,4.24E-01,2.24E-01,6.55E-02,1.15E-01,1.58E-01
1411.1452947_650.16357,1.63E-02,1.68E-01,1.76E-01,1.57E-01,2.69E-01,2.13E-01
1411.1452947_750.16357,1.30E-01,1.34E-01,4.90E-01,9.08E-02,1.17E-01,3.82E-02
1411.1452947_850.16357,8.84E-02,5.00E-01,2.78E-01,3.98E-02,6.61E-02,2.73E-02
1411.1452947_950.16357,7.00E-02,2.62E-01,4.30E-01,7.17E-02,9.58E-02,7.05E-02
1511.1452947_-149.83643,2.80E-03,3.84E-01,2.40E-01,6.60E-02,2.15E-01,9.15E-02
1511.1452947_-249.83643,1.07E-03,3.36E-01,2.00E-01,6.85E-02,2.40E-01,1.55E-01
1511.1452947_-349.83643,5.23E-04,3.84E-01,1.38E-01,6.11E-02,2.61E-01,1.55E-01
1511.1452947_-449.83643,5.60E-03,3.27E-01,1.96E-01,9.32E-02,2.41E-01,1.37E-01
1511.1452947_-49.83643,6.71E-03,2.59E-01,2.29E-01,1.06E-01,3.32E-01,6.75E-02
1511.1452947_-549.83643,2.69E-03,3.48E-01,1.54E-01,8.71E-02,2.93E-01,1.15E-01
1511.1452947_150.16357,1.69E-02,2.18E-01,3.15E-01,1.09E-01,1.86E-01,1.56E-01
1511.1452947_250.16357,5.95E-03,3.77E-01,2.51E-01,7.25E-02,1.89E-01,1.05E-01
1511.1452947_350.16357,1.57E-02,2.87E-01,2.01E-01,1.00E-01,1.59E-01,2.36E-01
1511.1452947_450.16357,2.69E-02,1.99E-01,2.26E-01,1.50E-01,2.78E-01,1.21E-01
1511.1452947_50.16357,1.46E-03,2.80E-01,1.61E-01,9.08E-02,3.18E-01,1.49E-01
1511.1452947_550.16357,3.61E-02,5.04E-01,2.16E-01,5.95E-02,1.01E-01,8.34E-02
1511.1452947_650.16357,4.17E-02,3.36E-01,3.02E-01,8.80E-02,1.54E-01,7.83E-02
1511.1452947_750.16357,1.29E-01,1.92E-01,4.81E-01,6.95E-02,8.46E-02,4.31E-02
1511.1452947_850.16357,1.10E-01,2.89E-01,2.97E-01,9.74E-02,1.69E-01,3.76E-02
1511.1452947_950.16357,8.64E-02,3.34E-01,4.13E-01,4.99E-02,1.02E-01,1.42E-02
1611.1452947_-149.83643,7.81E-02,2.36E-01,4.57E-01,7.30E-02,1.27E-01,2.93E-02
1611.1452947_-249.83643,2.88E-03,3.81E-01,1.74E-01,7.67E-02,2.98E-01,6.67E-02
1611.1452947_-349.83643,9.11E-03,3.99E-01,2.54E-01,7.11E-02,2.20E-01,4.72E-02
1611.1452947_-449.83643,4.94E-03,3.42E-01,2.47E-01,7.80E-02,2.76E-01,5.20E-02
1611.1452947_-49.83643,1.15E-02,2.47E-01,2.67E-01,1.07E-01,3.20E-01,4.79E-02
1611.1452947_-549.83643,2.04E-03,4.08E-02,8.98E-01,1.49E-02,2.84E-02,1.62E-02
1611.1452947_150.16357,4.61E-03,2.49E-01,1.74E-01,1.15E-01,3.20E-01,1.37E-01
1611.1452947_250.16357,5.91E-03,3.66E-01,2.15E-01,7.24E-02,1.53E-01,1.87E-01
1611.1452947_350.16357,4.30E-02,3.57E-01,3.34E-01,7.28E-02,1.24E-01,6.86E-02
1611.1452947_450.16357,6.00E-02,4.63E-01,2.58E-01,6.17E-02,1.19E-01,3.79E-02
1611.1452947_50.16357,1.50E-02,3.48E-01,2.30E-01,9.40E-02,2.56E-01,5.75E-02
1611.1452947_550.16357,9.92E-03,2.22E-01,1.90E-01,1.18E-01,2.11E-01,2.50E-01
1611.1452947_650.16357,1.44E-01,1.61E-01,2.29E-01,1.46E-01,1.37E-01,1.83E-01
1611.1452947_750.16357,1.32E-01,1.87E-01,2.01E-01,1.33E-01,1.19E-01,2.28E-01
1611.1452947_850.16357,3.42E-02,1.72E-01,2.66E-01,1.53E-01,2.85E-01,9.03E-02
1611.1452947_950.16357,5.90E-02,3.42E-01,3.53E-01,7.04E-02,1.48E-01,2.74E-02
1711.1452947_-149.83643,9.41E-03,2.78E-01,3.06E-01,7.71E-02,3.12E-01,1.79E-02
1711.1452947_-249.83643,5.37E-03,3.67E-01,2.01E-01,7.78E-02,1.82E-01,1.68E-01
1711.1452947_-349.83643,4.48E-03,3.59E-01,2.23E-01,7.95E-02,2.33E-01,1.01E-01
1711.1452947_-449.83643,9.46E-03,2.92E-01,2.71E-01,9.31E-02,2.81E-01,5.30E-02
1711.1452947_-49.83643,1.76E-02,2.73E-01,3.15E-01,8.88E-02,2.81E-01,2.51E-02
1711.1452947_-549.83643,1.24E-02,1.99E-01,2.23E-01,8.30E-02,9.95E-02,3.83E-01
1711.1452947_150.16357,4.87E-03,3.25E-01,2.17E-01,8.86E-02,2.42E-01,1.23E-01
1711.1452947_250.16357,2.04E-04,2.15E-01,4.52E-02,4.43E-02,1.21E-01,5.74E-01
1711.1452947_350.16357,1.52E-02,3.63E-01,3.08E-01,6.52E-02,1.12E-01,1.37E-01
1711.1452947_450.16357,1.39E-02,2.30E-01,2.45E-01,1.25E-01,2.67E-01,1.20E-01
1711.1452947_50.16357,1.38E-02,3.14E-01,3.09E-01,8.47E-02,1.79E-01,9.96E-02
1711.1452947_550.16357,2.43E-02,2.27E-01,3.20E-01,1.12E-01,2.67E-01,5.00E-02
1711.1452947_650.16357,6.67E-03,2.02E-01,1.20E-01,1.29E-01,2.48E-01,2.95E-01
1711.1452947_750.16357,2.06E-01,1.92E-01,4.71E-01,4.99E-02,6.05E-02,2.08E-02
1711.1452947_850.16357,8.82E-02,1.02E-01,4.47E-01,1.11E-01,2.39E-01,1.29E-02
1711.1452947_950.16357,7.14E-02,1.92E-01,2.57E-01,1.15E-01,1.10E-01,2.55E-01
1811.1452947_-149.83643,1.64E-03,3.56E-01,1.38E-01,8.11E-02,3.09E-01,1.15E-01
1811.1452947_-249.83643,1.99E-03,3.08E-01,1.78E-01,8.73E-02,3.17E-01,1.07E-01
1811.1452947_-349.83643,9.00E-04,4.32E-01,1.53E-01,5.84E-02,2.83E-01,7.24E-02
1811.1452947_-449.83643,2.30E-03,3.56E-01,1.74E-01,8.00E-02,2.76E-01,1.12E-01
1811.1452947_-49.83643,3.31E-03,4.40E-01,2.15E-01,6.09E-02,2.00E-01,8.06E-02
1811.1452947_-549.83643,2.52E-03,1.87E-01,2.58E-01,8.16E-02,1.60E-01,3.10E-01
1811.1452947_150.16357,1.90E-02,2.75E-01,3.12E-01,9.87E-02,1.96E-01,9.96E-02
1811.1452947_250.16357,1.45E-02,3.14E-01,2.33E-01,1.01E-01,2.05E-01,1.33E-01
1811.1452947_350.16357,2.31E-02,1.52E-01,2.43E-01,1.60E-01,2.78E-01,1.44E-01
1811.1452947_450.16357,2.35E-02,3.93E-01,2.77E-01,7.40E-02,1.38E-01,9.40E-02
1811.1452947_50.16357,1.80E-03,3.67E-01,1.27E-01,7.90E-02,2.53E-01,1.73E-01
1811.1452947_550.16357,2.52E-02,1.86E-01,2.60E-01,1.45E-01,2.88E-01,9.48E-02
1811.1452947_650.16357,3.35E-02,2.67E-01,2.79E-01,1.11E-01,1.79E-01,1.31E-01
1811.1452947_750.16357,5.76E-02,4.28E-01,2.77E-01,6.59E-02,1.06E-01,6.63E-02
1811.1452947_850.16357,1.69E-02,2.72E-01,1.84E-01,1.28E-01,2.69E-01,1.31E-01
1811.1452947_950.16357,5.86E-02,4.15E-01,3.81E-01,4.17E-02,8.48E-02,1.90E-02
1911.1452947_-149.83643,1.18E-03,2.43E-01,1.37E-01,8.00E-02,2.05E-01,3.33E-01
1911.1452947_-249.83643,4.20E-03,2.36E-01,2.01E-01,9.85E-02,2.09E-01,2.52E-01
1911.1452947_-349.83643,4.71E-03,3.22E-01,2.14E-01,8.90E-02,2.41E-01,1.29E-01
1911.1452947_-449.83643,4.92E-03,2.46E-01,2.47E-01,8.78E-02,1.74E-01,2.40E-01
1911.1452947_-49.83643,1.72E-03,2.94E-01,1.36E-01,8.33E-02,2.25E-01,2.61E-01
1911.1452947_-549.83643,1.41E-02,1.50E-01,2.60E-01,1.40E-01,2.32E-01,2.04E-01
1911.1452947_150.16357,2.92E-03,3.44E-01,1.28E-01,8.94E-02,2.53E-01,1.84E-01
1911.1452947_250.16357,1.25E-02,2.40E-01,1.51E-01,1.34E-01,2.58E-01,2.06E-01
1911.1452947_350.16357,6.66E-02,2.20E-01,2.62E-01,1.37E-01,1.98E-01,1.16E-01
1911.1452947_450.16357,6.22E-03,3.43E-01,2.30E-01,8.48E-02,2.18E-01,1.18E-01
1911.1452947_50.16357,8.59E-03,3.53E-01,2.55E-01,7.26E-02,1.41E-01,1.70E-01
1911.1452947_550.16357,4.13E-02,3.13E-01,2.77E-01,9.13E-02,1.27E-01,1.50E-01
1911.1452947_650.16357,4.65E-02,3.29E-01,2.79E-01,9.38E-02,1.47E-01,1.04E-01
1911.1452947_750.16357,3.95E-02,2.70E-01,2.22E-01,9.31E-02,1.04E-01,2.72E-01
1911.1452947_850.16357,6.19E-03,3.22E-01,2.07E-01,7.85E-02,1.51E-01,2.34E-01
1911.1452947_950.16357,2.36E-01,2.05E-01,3.50E-01,7.53E-02,1.18E-01,1.56E-02
2011.1452947_-149.83643,3.35E-03,2.49E-01,2.02E-01,9.28E-02,2.10E-01,2.43E-01
2011.1452947_-249.83643,7.56E-04,4.07E-01,9.26E-02,6.60E-02,2.59E-01,1.75E-01
2011.1452947_-349.83643,1.82E-03,4.54E-01,1.60E-01,5.78E-02,1.81E-01,1.46E-01
2011.1452947_-449.83643,1.05E-02,2.03E-01,2.43E-01,1.15E-01,2.00E-01,2.29E-01
2011.1452947_-49.83643,8.77E-04,2.77E-01,1.34E-01,7.73E-02,2.35E-01,2.76E-01
2011.1452947_-549.83643,1.63E-02,1.80E-01,2.89E-01,1.28E-01,2.19E-01,1.68E-01
2011.1452947_150.16357,3.46E-03,2.96E-01,1.83E-01,9.29E-02,2.43E-01,1.82E-01
2011.1452947_250.16357,6.69E-03,3.30E-01,2.13E-01,9.14E-02,2.25E-01,1.34E-01
2011.1452947_350.16357,1.34E-02,3.95E-01,2.20E-01,8.18E-02,1.76E-01,1.13E-01
2011.1452947_450.16357,3.47E-02,2.70E-01,2.73E-01,1.13E-01,1.88E-01,1.21E-01
2011.1452947_50.16357,3.12E-03,2.51E-01,1.72E-01,9.46E-02,2.15E-01,2.65E-01
2011.1452947_550.16357,1.16E-02,4.15E-01,2.58E-01,6.60E-02,1.37E-01,1.12E-01
2011.1452947_650.16357,3.74E-02,3.34E-01,3.51E-01,7.58E-02,1.59E-01,4.21E-02
2011.1452947_750.16357,3.89E-02,2.39E-01,3.58E-01,9.44E-02,1.27E-01,1.42E-01
2011.1452947_850.16357,5.25E-02,2.50E-01,3.39E-01,1.07E-01,1.85E-01,6.71E-02
2011.1452947_950.16357,6.54E-02,3.88E-01,3.14E-01,6.81E-02,1.26E-01,3.91E-02
2111.1452947_-149.83643,3.23E-03,2.35E-01,1.69E-01,1.03E-01,2.39E-01,2.51E-01
2111.1452947_-249.83643,7.44E-03,2.90E-01,2.51E-01,9.01E-02,1.88E-01,1.73E-01
2111.1452947_-349.83643,8.98E-03,2.45E-01,2.97E-01,1.02E-01,2.38E-01,1.09E-01
2111.1452947_-449.83643,8.68E-03,1.99E-01,2.29E-01,1.19E-01,2.20E-01,2.25E-01
2111.1452947_-49.83643,3.26E-04,3.54E-01,9.03E-02,6.59E-02,3.17E-01,1.72E-01
2111.1452947_-549.83643,1.36E-01,9.85E-02,4.21E-01,1.31E-01,1.46E-01,6.72E-02
2111.1452947_150.16357,1.87E-02,3.49E-01,2.02E-01,9.63E-02,1.74E-01,1.60E-01
2111.1452947_250.16357,1.11E-02,2.37E-01,1.86E-01,1.17E-01,2.06E-01,2.43E-01
2111.1452947_350.16357,1.19E-02,2.24E-01,2.18E-01,1.14E-01,1.92E-01,2.41E-01
2111.1452947_450.16357,8.35E-03,3.02E-01,2.39E-01,8.97E-02,1.80E-01,1.81E-01
2111.1452947_50.16357,1.97E-03,1.90E-01,1.34E-01,1.00E-01,2.26E-01,3.48E-01
2111.1452947_550.16357,1.39E-02,2.84E-01,2.57E-01,1.01E-01,1.92E-01,1.53E-01
2111.1452947_650.16357,4.90E-03,4.46E-01,1.36E-01,6.82E-02,1.59E-01,1.86E-01
2111.1452947_750.16357,3.37E-02,5.73E-01,2.31E-01,3.78E-02,6.25E-02,6.21E-02
2111.1452947_850.16357,1.61E-02,2.65E-01,4.32E-01,7.11E-02,1.41E-01,7.43E-02
2111.1452947_950.16357,7.36E-03,6.44E-02,4.40E-01,1.31E-01,2.74E-01,8.32E-02
2211.1452947_-149.83643,2.50E-02,2.30E-01,2.60E-01,1.29E-01,2.39E-01,1.18E-01
2211.1452947_-249.83643,2.00E-02,2.39E-01,4.53E-01,7.56E-02,1.69E-01,4.41E-02
2211.1452947_-349.83643,1.09E-01,1.05E-01,4.83E-01,1.01E-01,9.10E-02,1.11E-01
2211.1452947_-449.83643,2.80E-02,2.49E-01,2.98E-01,1.14E-01,2.04E-01,1.08E-01
2211.1452947_-49.83643,1.48E-02,2.70E-01,2.21E-01,1.18E-01,2.94E-01,8.11E-02
2211.1452947_-549.83643,1.37E-01,1.69E-01,3.25E-01,1.24E-01,1.29E-01,1.16E-01
2211.1452947_150.16357,1.27E-02,3.30E-01,2.92E-01,8.27E-02,1.74E-01,1.09E-01
2211.1452947_250.16357,9.18E-02,2.00E-01,3.72E-01,1.10E-01,1.83E-01,4.23E-02
2211.1452947_350.16357,3.58E-02,2.45E-01,2.76E-01,1.15E-01,1.66E-01,1.62E-01
2211.1452947_450.16357,1.58E-02,2.89E-01,2.23E-01,9.94E-02,1.64E-01,2.09E-01
2211.1452947_50.16357,1.52E-03,2.13E-01,9.05E-02,8.89E-02,2.03E-01,4.02E-01
2211.1452947_550.16357,3.10E-02,2.71E-01,2.72E-01,1.09E-01,1.71E-01,1.46E-01
2211.1452947_650.16357,9.42E-03,3.97E-01,2.04E-01,7.50E-02,1.52E-01,1.63E-01
2211.1452947_750.16357,6.30E-02,3.16E-01,3.07E-01,8.94E-02,1.28E-01,9.63E-02
2211.1452947_850.16357,2.91E-03,3.46E-01,3.15E-01,4.27E-02,8.28E-02,2.11E-01
2211.1452947_950.16357,1.99E-04,3.10E-01,3.98E-01,3.47E-02,1.83E-01,7.34E-02
2311.1452947_-149.83643,6.51E-03,4.59E-01,1.71E-01,7.14E-02,2.06E-01,8.61E-02
2311.1452947_-249.83643,9.26E-03,3.57E-01,2.52E-01,8.21E-02,1.98E-01,1.02E-01
2311.1452947_-349.83643,2.07E-01,2.07E-01,4.43E-01,5.35E-02,5.96E-02,3.01E-02
2311.1452947_-449.83643,2.08E-02,4.47E-01,2.50E-01,6.45E-02,1.22E-01,9.51E-02
2311.1452947_-49.83643,2.23E-02,2.94E-01,3.14E-01,9.44E-02,1.87E-01,8.86E-02
2311.1452947_-549.83643,4.70E-02,1.14E-01,2.95E-01,1.73E-01,2.48E-01,1.23E-01
2311.1452947_150.16357,2.71E-02,2.88E-01,2.33E-01,1.18E-01,2.69E-01,6.60E-02
2311.1452947_250.16357,1.23E-02,2.55E-01,2.66E-01,1.07E-01,2.15E-01,1.45E-01
2311.1452947_350.16357,1.44E-02,2.97E-01,2.45E-01,9.45E-02,1.64E-01,1.85E-01
2311.1452947_450.16357,1.10E-02,2.26E-01,2.59E-01,1.07E-01,1.86E-01,2.10E-01
2311.1452947_50.16357,2.29E-02,2.64E-01,2.93E-01,1.06E-01,1.86E-01,1.29E-01
2311.1452947_550.16357,3.78E-02,3.22E-01,2.96E-01,8.50E-02,1.22E-01,1.38E-01
2311.1452947_650.16357,4.97E-02,3.51E-01,2.46E-01,9.16E-02,1.32E-01,1.30E-01
2311.1452947_750.16357,1.24E-02,3.25E-01,1.75E-01,8.08E-02,1.22E-01,2.84E-01
2311.1452947_850.16357,2.79E-02,3.09E-01,3.16E-01,8.89E-02,1.55E-01,1.03E-01
2311.1452947_950.16357,4.20E-02,3.15E-01,3.48E-01,8.30E-02,1.51E-01,6.16E-02
2411.1452947_-149.83643,3.76E-02,3.26E-01,2.98E-01,9.04E-02,1.52E-01,9.52E-02
2411.1452947_-249.83643,1.14E-01,8.97E-02,4.16E-01,1.39E-01,1.42E-01,9.90E-02
2411.1452947_-349.83643,3.67E-02,2.09E-01,2.54E-01,1.37E-01,2.04E-01,1.61E-01
2411.1452947_-449.83643,1.04E-01,2.41E-01,3.11E-01,9.72E-02,1.00E-01,1.47E-01
2411.1452947_-49.83643,5.23E-02,3.28E-01,3.29E-01,6.90E-02,8.29E-02,1.39E-01
2411.1452947_-549.83643,2.08E-02,2.57E-01,4.74E-01,6.50E-02,1.21E-01,6.24E-02
2411.1452947_150.16357,2.71E-02,2.33E-01,3.54E-01,1.04E-01,1.82E-01,1.00E-01
2411.1452947_250.16357,1.80E-02,1.89E-01,2.67E-01,1.13E-01,1.58E-01,2.55E-01
2411.1452947_350.16357,2.12E-02,3.62E-01,3.76E-01,5.20E-02,7.93E-02,1.10E-01
2411.1452947_450.16357,2.07E-03,1.87E-01,1.71E-01,1.17E-01,3.58E-01,1.65E-01
