,Astrocyte,Endothelial,Excitatory,Inhibitory,Microglia,OD
2679.730793_4030.950073,0.09830168,0.11359311,0.29743323,0.3100751,0.1510851,0.029511794
2679.730793_4130.950073,0.15238911,0.15124941,0.2487256,0.2831555,0.13826105,0.026219372
2679.730793_4230.950073,0.12585121,0.14447692,0.27331188,0.31479898,0.120619126,0.02094188
-2291.755065_-151.4568705,0.3603404,0.21682352,0.102000386,0.11589191,0.13691498,0.068028815
-2291.755065_-51.4568705,0.13494393,0.16533177,0.27862218,0.12976623,0.10757703,0.1837589
-2291.755065_1048.5431295,0.12245662,0.12083862,0.2621467,0.34037152,0.13419017,0.019996382
-2291.755065_1148.5431295,0.15616873,0.14964125,0.22414304,0.30735943,0.13743378,0.025253767
-2291.755065_1248.5431295,0.11278348,0.15605731,0.26139238,0.30907637,0.12941813,0.031272314
-2291.755065_1348.5431295,0.15557188,0.15310673,0.23425207,0.25417748,0.16611794,0.03677395
-2291.755065_148.5431295,0.13246141,0.22659396,0.2310033,0.20688052,0.15476768,0.048293117
-2291.755065_248.5431295,0.14142926,0.16299497,0.1815794,0.2826712,0.16923155,0.06209364
-2291.755065_348.5431295,0.19345093,0.15753248,0.20393562,0.14585742,0.14613934,0.15308432
-2291.755065_448.5431295,0.16943301,0.114031844,0.27406383,0.23702347,0.14578049,0.059667278
-2291.755065_48.5431295,0.18372895,0.12559544,0.15481627,0.19831328,0.3127786,0.024767462
-2291.755065_548.5431295,0.10300864,0.11389957,0.30561337,0.29052088,0.12827793,0.058679633
-2291.755065_648.5431295,0.21459052,0.1387013,0.22311988,0.245137,0.1324541,0.045997124
-2291.755065_748.5431295,0.17250896,0.15618302,0.23364192,0.2680136,0.1287423,0.040910166
-2291.755065_848.5431295,0.2512538,0.110965006,0.22276221,0.21852645,0.16673614,0.029756377
-2291.755065_948.5431295,0.16253665,0.14086607,0.25638175,0.27169123,0.12933104,0.039193258
-2391.755065_-151.4568705,0.19687882,0.1903554,0.23656528,0.19053632,0.10311971,0.082544446
-2391.755065_-51.4568705,0.19502339,0.1233136,0.2454804,0.25182787,0.14134842,0.043006323
-2391.755065_1048.5431295,0.14633782,0.15445502,0.18100053,0.38093895,0.11742278,0.01984489
-2391.755065_1148.5431295,0.19281736,0.14786065,0.17096628,0.28889588,0.17098224,0.028477622
-2391.755065_1248.5431295,0.1452857,0.17813452,0.17834117,0.33792695,0.13103388,0.029277721
-2391.755065_1348.5431295,0.16421779,0.13925277,0.21827006,0.32249033,0.12815848,0.027610617
-2391.755065_148.5431295,0.19965343,0.1492594,0.20293204,0.24459174,0.1862359,0.0173275
-2391.755065_248.5431295,0.22220507,0.16343133,0.1874746,0.19635543,0.17029755,0.060236007
-2391.755065_348.5431295,0.09115583,0.074414514,0.45484957,0.25051564,0.09692665,0.032137796
-2391.755065_448.5431295,0.18992485,0.14636233,0.25864866,0.21703868,0.1406898,0.04733574
-2391.755065_48.5431295,0.10206733,0.1278508,0.32517353,0.28585997,0.119258374,0.039790027
-2391.755065_548.5431295,0.18734528,0.15672754,0.28648493,0.18837583,0.15843694,0.022629473
-2391.755065_648.5431295,0.17795677,0.1347873,0.27026752,0.27158684,0.113879584,0.031522043
-2391.755065_748.5431295,0.12966438,0.13348125,0.29715896,0.26527402,0.12910779,0.045313578
-2391.755065_848.5431295,0.1705535,0.24859159,0.17442742,0.22940113,0.1362031,0.04082321
-2391.755065_948.5431295,0.12250188,0.16355005,0.25921986,0.3111256,0.11890186,0.024700766
-2491.755065_-151.4568705,0.08419412,0.15447007,0.29064232,0.25897187,0.1771601,0.03456151
-2491.755065_-51.4568705,0.08753355,0.14737594,0.30739006,0.28953892,0.12817736,0.039984137
-2491.755065_1048.5431295,0.135209,0.1789767,0.23723781,0.30178732,0.1256735,0.02111572
-2491.755065_1148.5431295,0.20553707,0.19842374,0.23631036,0.21665698,0.119206086,0.02386574
-2491.755065_1248.5431295,0.04338019,0.18230815,0.26253384,0.2084882,0.11133996,0.19194964
-2491.755065_1348.5431295,0.111259304,0.16078708,0.08464496,0.11723299,0.19138764,0.3346881
-2491.755065_148.5431295,0.20949917,0.1635893,0.25284103,0.23655497,0.11228253,0.025232987
-2491.755065_248.5431295,0.12847616,0.18930471,0.27029538,0.18391027,0.21239246,0.015621043
-2491.755065_348.5431295,0.13894334,0.18503098,0.25808814,0.19934726,0.11649098,0.10209929
-2491.755065_448.5431295,0.11234633,0.09006077,0.36265233,0.28533766,0.086680196,0.06292275
-2491.755065_48.5431295,0.2446165,0.17344275,0.22701092,0.23529984,0.09622273,0.023407262
-2491.755065_548.5431295,0.1957703,0.109528564,0.2911079,0.27652466,0.10168695,0.02538165
-2491.755065_648.5431295,0.14228542,0.10898917,0.3213575,0.28853682,0.11648195,0.022349115
-2491.755065_748.5431295,0.13396679,0.12955703,0.2820776,0.2975327,0.12014597,0.03671986
-2491.755065_848.5431295,0.13131258,0.12733264,0.2611264,0.3117225,0.13875362,0.029752247
-2491.755065_948.5431295,0.12784192,0.1605234,0.23317087,0.33718053,0.11495858,0.026324796
-2591.755065_-151.4568705,0.13786511,0.1481486,0.23499541,0.24902345,0.17516316,0.05480426
-2591.755065_-51.4568705,0.15385796,0.20049138,0.19757038,0.23628339,0.17046024,0.04133652
-2591.755065_1048.5431295,0.103002705,0.13571696,0.29961094,0.2714449,0.14073552,0.049488958
-2591.755065_1148.5431295,0.22841905,0.22538252,0.14824593,0.1348996,0.19591668,0.06713621
-2591.755065_1248.5431295,0.11061727,0.13750751,0.19717962,0.17233413,0.08963902,0.29272246
-2591.755065_1348.5431295,0.037728764,0.040283754,0.17355877,0.14467874,0.111027196,0.49272278
-2591.755065_148.5431295,0.12695536,0.16598576,0.30265474,0.22432505,0.127118,0.052961115
-2591.755065_248.5431295,0.09258539,0.11287415,0.35043305,0.27989477,0.13901766,0.025194917
-2591.755065_348.5431295,0.11904125,0.101324745,0.3739645,0.2846532,0.07950935,0.041507017
-2591.755065_448.5431295,0.22905746,0.20787878,0.22287446,0.20435636,0.11167147,0.024161493
-2591.755065_48.5431295,0.20663525,0.15754627,0.21630801,0.19697647,0.16239487,0.06013914
-2591.755065_548.5431295,0.17089643,0.15426059,0.22165954,0.2620477,0.16548404,0.025651665
-2591.755065_648.5431295,0.13875036,0.17267746,0.18806906,0.2845428,0.18780197,0.028158376
-2591.755065_748.5431295,0.16661559,0.13559459,0.22486494,0.30821976,0.14009751,0.024607666
-2591.755065_848.5431295,0.14763989,0.11742865,0.26542497,0.35723412,0.094422534,0.01784985
-2591.755065_948.5431295,0.18838538,0.22497332,0.19060604,0.24335717,0.12797666,0.02470138
-2691.755065_-151.4568705,0.20220019,0.13917959,0.19320093,0.2522769,0.15756242,0.055579953
-2691.755065_-51.4568705,0.14518736,0.14131565,0.26015446,0.28072897,0.14384638,0.02876723
-2691.755065_1048.5431295,0.17293821,0.16854304,0.2103989,0.2621507,0.14054456,0.045424536
-2691.755065_1148.5431295,0.28118813,0.2255518,0.18163292,0.1494061,0.12794682,0.03427429
-2691.755065_1248.5431295,0.18580419,0.16506696,0.19488385,0.123901136,0.1698804,0.16046345
-2691.755065_1348.5431295,0.22336651,0.11653149,0.10781494,0.15640177,0.16061397,0.23527133
-2691.755065_148.5431295,0.09456,0.10840376,0.30742466,0.2801304,0.17020203,0.039279193
-2691.755065_248.5431295,0.102451615,0.15712467,0.32055658,0.25797233,0.10771647,0.054178283
-2691.755065_348.5431295,0.120833986,0.14751816,0.32560885,0.2469937,0.1363345,0.022710865
-2691.755065_448.5431295,0.16733937,0.14279906,0.29465398,0.2230622,0.14728233,0.024863029
-2691.755065_48.5431295,0.14322326,0.1647481,0.28973094,0.24944426,0.12180573,0.031047836
-2691.755065_548.5431295,0.12459603,0.16430917,0.24470273,0.29525793,0.14272262,0.028411448
-2691.755065_648.5431295,0.14784618,0.17572935,0.2565227,0.25809306,0.13744614,0.024362583
-2691.755065_748.5431295,0.17170186,0.17035884,0.19650386,0.27479696,0.16029264,0.026345836
-2691.755065_848.5431295,0.094695464,0.11664768,0.34909225,0.3016977,0.119623825,0.018243035
-2691.755065_948.5431295,0.11128774,0.15517762,0.24857734,0.2808685,0.17454678,0.029542085
-2791.755065_-151.4568705,0.11498303,0.16282299,0.2486233,0.25685373,0.17928861,0.03742827
-2791.755065_-51.4568705,0.074876495,0.109825335,0.31259254,0.36083198,0.11815255,0.023721099
-2791.755065_1048.5431295,0.1372379,0.12054246,0.2643342,0.27948064,0.13580132,0.06260342
-2791.755065_1148.5431295,0.2992949,0.06423063,0.21964061,0.290555,0.105565146,0.020713711
-2791.755065_1248.5431295,0.24404447,0.09918894,0.17662008,0.192973,0.22913131,0.05804225
-2791.755065_1348.5431295,0.37194538,0.16073664,0.102070004,0.096655026,0.114814095,0.15377882
-2791.755065_148.5431295,0.09858019,0.1577475,0.26096538,0.321404,0.13553011,0.0257729
-2791.755065_248.5431295,0.08183607,0.11990027,0.31120262,0.34149107,0.12584706,0.019722965
-2791.755065_348.5431295,0.13037838,0.13477649,0.23779804,0.30963194,0.14987756,0.037537515
-2791.755065_448.5431295,0.114562385,0.11987346,0.26112938,0.30128592,0.15795858,0.045190237
-2791.755065_48.5431295,0.13096887,0.12753928,0.3020855,0.28566885,0.12337392,0.030363666
-2791.755065_548.5431295,0.13840148,0.16328256,0.24691209,0.28610283,0.129869,0.035432108
-2791.755065_648.5431295,0.1970155,0.1828042,0.20049763,0.24172348,0.1469416,0.031017566
-2791.755065_748.5431295,0.17350113,0.13300268,0.22251941,0.29158977,0.13739237,0.041994594
-2791.755065_848.5431295,0.23420621,0.27410042,0.15363406,0.16038695,0.1441727,0.033499718
-2791.755065_948.5431295,0.17123286,0.16482264,0.2149926,0.26165837,0.1546177,0.032675844
-2891.755065_-151.4568705,0.12754732,0.123822376,0.2804433,0.31021068,0.13674662,0.021229679
-2891.755065_-51.4568705,0.1371345,0.16027875,0.25634715,0.25684914,0.15482965,0.034560814
-2891.755065_1048.5431295,0.18848719,0.12902486,0.23122346,0.2404562,0.1830282,0.02778002
-2891.755065_1148.5431295,0.34242052,0.17928882,0.12919764,0.13013369,0.18746853,0.0314908
-2891.755065_1248.5431295,0.3814217,0.11909636,0.14230628,0.21352091,0.12059199,0.023062738
-2891.755065_1348.5431295,0.16540405,0.13048628,0.27802318,0.24854627,0.12583177,0.0517085
-2891.755065_148.5431295,0.13979493,0.14642563,0.25066516,0.259515,0.17200065,0.031598717
-2891.755065_248.5431295,0.110349946,0.15503976,0.26570508,0.28490666,0.15333211,0.030666461
-2891.755065_348.5431295,0.17159179,0.16970183,0.2512221,0.23521264,0.144046,0.02822569
-2891.755065_448.5431295,0.1228894,0.15872094,0.3078006,0.25959048,0.12566423,0.025334418
-2891.755065_48.5431295,0.12016258,0.1480725,0.2915219,0.27630898,0.131778,0.0321561
-2891.755065_548.5431295,0.2859238,0.14889477,0.19943729,0.20289318,0.13443133,0.028419705
-2891.755065_648.5431295,0.22441609,0.18424751,0.23335446,0.24314497,0.090451434,0.024385523
-2891.755065_748.5431295,0.21205078,0.1424482,0.23641293,0.26525834,0.11931807,0.024511738
-2891.755065_848.5431295,0.27547136,0.27439108,0.08467016,0.1738608,0.16423453,0.027372079
-2891.755065_948.5431295,0.26921627,0.19804628,0.20542929,0.16990727,0.12410449,0.033296388
-2991.755065_-151.4568705,0.18148716,0.20545651,0.08018663,0.02794403,0.4797278,0.025197774
-2991.755065_-51.4568705,0.14369051,0.164937,0.22777459,0.20044716,0.24495065,0.01820014
-2991.755065_1048.5431295,0.73453367,0.038885564,0.016955294,0.010373314,0.05788464,0.14136751
-2991.755065_1148.5431295,0.7254804,0.039538383,0.08472374,0.018827038,0.11500146,0.016428985
-2991.755065_1248.5431295,0.068024926,0.3197087,0.41874686,0.10891005,0.07196545,0.012644076
-2991.755065_1348.5431295,0.2177608,0.2289541,0.22426045,0.17443387,0.12856871,0.026022121
-2991.755065_148.5431295,0.1467609,0.18971589,0.22909033,0.2259203,0.18077254,0.027740013
-2991.755065_248.5431295,0.09795933,0.17094652,0.250581,0.21722016,0.23502639,0.028266512
-2991.755065_348.5431295,0.1934709,0.17969367,0.20154776,0.20037436,0.19729726,0.02761614
-2991.755065_448.5431295,0.16664763,0.20519347,0.21957728,0.19420059,0.1900324,0.024348635
-2991.755065_48.5431295,0.051506724,0.16963156,0.2477982,0.22813727,0.28135717,0.021569058
-2991.755065_548.5431295,0.12706491,0.17379153,0.18908994,0.23508106,0.2507083,0.024264297
-2991.755065_648.5431295,0.27320287,0.16985215,0.18196604,0.17404082,0.18184988,0.019088225
-2991.755065_748.5431295,0.24238381,0.21528873,0.17757557,0.1507793,0.1890509,0.024921726
-2991.755065_848.5431295,0.4041999,0.27689552,0.043143548,0.07452084,0.16950655,0.031733677
-2991.755065_948.5431295,0.4797762,0.05740667,0.28019863,0.0413644,0.099400215,0.041853875
-3091.755065_-151.4568705,0.060676757,0.13679555,0.33318442,0.2782618,0.16560766,0.025473809
-3091.755065_-51.4568705,0.12585036,0.15953653,0.23036698,0.27197462,0.17636277,0.035908747
-3091.755065_1048.5431295,0.51564634,0.075821385,0.06267671,0.09744728,0.218045,0.030363292
-3091.755065_1148.5431295,0.38120705,0.46242502,0.021698022,0.03343903,0.05355534,0.04767546
-3091.755065_1248.5431295,0.7740749,0.087969296,0.026620697,0.008314841,0.08597962,0.017040674
-3091.755065_1348.5431295,0.28465492,0.19715354,0.16431691,0.14304891,0.18087885,0.029946845
-3091.755065_148.5431295,0.11599935,0.16274941,0.25021556,0.24990405,0.19096814,0.030163486
-3091.755065_248.5431295,0.11678064,0.21336351,0.23837355,0.23465681,0.16040823,0.03641727
-3091.755065_348.5431295,0.09108284,0.2323544,0.23840159,0.22334963,0.18606621,0.028745279
-3091.755065_448.5431295,0.13483402,0.13951752,0.28068998,0.26778457,0.15055442,0.026619496
-3091.755065_48.5431295,0.15778829,0.1558592,0.25036934,0.257552,0.14539899,0.03303222
-3091.755065_548.5431295,0.08935654,0.19078183,0.27081174,0.22352926,0.20094062,0.024580028
-3091.755065_648.5431295,0.14791638,0.16272828,0.20949675,0.26640147,0.186126,0.027331088
-3091.755065_748.5431295,0.21561395,0.0698148,0.27049142,0.27563208,0.14226899,0.026178665
-3091.755065_848.5431295,0.2827133,0.10069071,0.19213672,0.26304755,0.13343072,0.027981007
-3091.755065_948.5431295,0.26973695,0.24303472,0.09698256,0.09379159,0.28496563,0.011488499
-3191.755065_-151.4568705,0.1374241,0.1326375,0.20853879,0.28035215,0.16533753,0.07570993
-3191.755065_-51.4568705,0.15435709,0.15826741,0.2676567,0.24721235,0.13709725,0.035409138
-3191.755065_1048.5431295,0.20185877,0.18856035,0.19776475,0.2372115,0.15141025,0.02319437
-3191.755065_1148.5431295,0.19842741,0.13454774,0.1742437,0.22487439,0.20132546,0.06658121
-3191.755065_1248.5431295,0.37822837,0.14760883,0.18310747,0.16951753,0.07633484,0.04520298
-3191.755065_1348.5431295,0.095579825,0.11306154,0.35765958,0.2972014,0.10813153,0.028366124
-3191.755065_148.5431295,0.10058782,0.12566786,0.2934344,0.3061299,0.14477065,0.029409388
-3191.755065_248.5431295,0.11694065,0.1391463,0.26293892,0.29212886,0.16020572,0.028639562
-3191.755065_348.5431295,0.120474935,0.13845901,0.2610884,0.29134947,0.1583378,0.030290348
-3191.755065_448.5431295,0.13363943,0.15337195,0.2464204,0.31291163,0.12595491,0.027701791
-3191.755065_48.5431295,0.106664635,0.13296564,0.29875895,0.29371896,0.14055704,0.027334781
-3191.755065_548.5431295,0.13180064,0.13773932,0.27522808,0.30098757,0.123282336,0.030962087
-3191.755065_648.5431295,0.19775456,0.1440642,0.22440004,0.24091916,0.15362735,0.03923463
-3191.755065_748.5431295,0.21866733,0.1715083,0.18186222,0.2185203,0.16201057,0.047431227
-3191.755065_848.5431295,0.27255702,0.12116988,0.21574403,0.1824922,0.14564961,0.062387176
-3191.755065_948.5431295,0.1538826,0.17367588,0.21795668,0.24817835,0.1399182,0.06638826
-3291.755065_-151.4568705,0.17000525,0.14359884,0.20111108,0.29296127,0.15141676,0.040906757
-3291.755065_-51.4568705,0.15849149,0.15376684,0.26854137,0.26541474,0.12454512,0.02924058
-3291.755065_1048.5431295,0.1788343,0.17968394,0.2663449,0.22535719,0.115400515,0.034379113
-3291.755065_1148.5431295,0.2469411,0.14524753,0.20380278,0.24831143,0.12897617,0.026720941
-3291.755065_1248.5431295,0.19809051,0.1533286,0.21873438,0.21659777,0.14280987,0.07043891
-3291.755065_1348.5431295,0.22153065,0.12642004,0.2193019,0.17012121,0.1338798,0.12874645
-3291.755065_148.5431295,0.107131205,0.17002307,0.29515326,0.24655962,0.14738204,0.03375083
-3291.755065_248.5431295,0.13161686,0.13380954,0.28701806,0.28492182,0.13535891,0.02727484
-3291.755065_348.5431295,0.1450943,0.13203962,0.2578901,0.29545328,0.12951466,0.04000798
-3291.755065_448.5431295,0.1561113,0.1427881,0.22281764,0.32288706,0.12675539,0.028640518
-3291.755065_48.5431295,0.11481507,0.119552344,0.3043248,0.3066681,0.12238671,0.03225289
-3291.755065_548.5431295,0.2002689,0.13782173,0.2373024,0.2414986,0.15330626,0.029802054
-3291.755065_648.5431295,0.15054657,0.13451642,0.30776268,0.22655001,0.13761654,0.043007843
-3291.755065_748.5431295,0.154324,0.16668122,0.22468415,0.27194723,0.13827698,0.044086482
-3291.755065_848.5431295,0.18397133,0.16334717,0.23789741,0.25079548,0.13674492,0.02724369
-3291.755065_948.5431295,0.11547974,0.12408297,0.28003883,0.2867064,0.14640433,0.047287717
-3391.755065_-151.4568705,0.13300687,0.17659223,0.22756878,0.26537636,0.15698011,0.04047559
-3391.755065_-51.4568705,0.21329002,0.11114193,0.24417353,0.26999965,0.133062,0.02833283
-3391.755065_1048.5431295,0.2550748,0.1078775,0.23119847,0.22844794,0.15629184,0.021109506
-3391.755065_1148.5431295,0.30603606,0.1874062,0.14731242,0.14161888,0.10726895,0.11035745
-3391.755065_1248.5431295,0.18561666,0.069237486,0.2436872,0.101480186,0.22506759,0.17491089
-3391.755065_1348.5431295,0.24947679,0.16056414,0.11424934,0.11358043,0.17259513,0.18953411
-3391.755065_148.5431295,0.11509601,0.14360905,0.30898377,0.27347288,0.13001524,0.028823031
-3391.755065_248.5431295,0.17669697,0.16426204,0.2623888,0.22153237,0.1488961,0.026223628
-3391.755065_348.5431295,0.09204298,0.11854645,0.33894187,0.2362191,0.17005801,0.044191536
-3391.755065_448.5431295,0.08994756,0.085996784,0.3944959,0.27893224,0.1280093,0.022618167
-3391.755065_48.5431295,0.229265,0.09782515,0.23286292,0.30046177,0.11868741,0.020897709
-3391.755065_548.5431295,0.18172726,0.11297409,0.25191352,0.30040655,0.13053815,0.022440387
-3391.755065_648.5431295,0.12946709,0.16239697,0.2431262,0.28149506,0.15601246,0.027502218
-3391.755065_748.5431295,0.14395748,0.14396511,0.24782468,0.28757906,0.14894137,0.02773239
-3391.755065_848.5431295,0.17274643,0.14916915,0.22950286,0.24477638,0.17453766,0.029267518
-3391.755065_948.5431295,0.16294332,0.12769277,0.24610594,0.27134725,0.17145362,0.020457054
-3491.755065_-151.4568705,0.21891013,0.1505901,0.23092072,0.2459463,0.123289585,0.030343123
-3491.755065_-51.4568705,0.25235805,0.15896021,0.18432783,0.15903425,0.16646813,0.07885156
-3491.755065_1048.5431295,0.24238262,0.1220538,0.23262608,0.19625482,0.17930041,0.027382271
-3491.755065_1148.5431295,0.27178955,0.094393544,0.18922572,0.20256951,0.09543273,0.14658895
-3491.755065_1248.5431295,0.15854144,0.064272456,0.13911732,0.08950501,0.10601913,0.4425446
-3491.755065_1348.5431295,0.020156205,0.016609853,0.011445764,0.008287278,0.018535566,0.9249653
-3491.755065_148.5431295,0.15908289,0.309046,0.16439542,0.19965458,0.13510095,0.03272018
-3491.755065_248.5431295,0.14866182,0.23482743,0.24401213,0.2155621,0.12746868,0.02946783
-3491.755065_348.5431295,0.1104101,0.10967633,0.34632954,0.24238977,0.1490279,0.042166337
-3491.755065_448.5431295,0.15421388,0.13083458,0.2679851,0.28528008,0.13398026,0.027706174
-3491.755065_48.5431295,0.17756979,0.12249876,0.25934967,0.21473192,0.14297098,0.082878955
-3491.755065_548.5431295,0.08709671,0.16684023,0.2877081,0.2553511,0.17603905,0.026964761
-3491.755065_648.5431295,0.11544943,0.14738959,0.26469728,0.32656994,0.10354333,0.04235048
-3491.755065_748.5431295,0.14908446,0.15532498,0.21035406,0.3175887,0.1377242,0.029923694
-3491.755065_848.5431295,0.1688761,0.1325113,0.23167127,0.30777797,0.12850855,0.030654911
-3491.755065_948.5431295,0.13114293,0.21503992,0.19208829,0.25406277,0.18098064,0.026685547
-3591.755065_-151.4568705,0.10847542,0.16288778,0.26103207,0.26141456,0.14229126,0.063898884
-3591.755065_-51.4568705,0.18737788,0.1763495,0.21105097,0.22366317,0.1606003,0.04095812
-3591.755065_1048.5431295,0.150092,0.13802361,0.22290199,0.35023737,0.11332277,0.025422234
-3591.755065_1148.5431295,0.071440384,0.24158546,0.22812502,0.2989553,0.10344617,0.05644773
-3591.755065_1248.5431295,0.17432036,0.11683011,0.18619871,0.22901908,0.15361626,0.14001551
-3591.755065_1348.5431295,0.13190213,0.115970016,0.21121185,0.16129443,0.19798525,0.18163638
-3591.755065_148.5431295,0.40397954,0.10296418,0.19280559,0.19296889,0.08739068,0.019891134
-3591.755065_248.5431295,0.09924445,0.080613054,0.23797746,0.24614412,0.18886791,0.14715306
-3591.755065_348.5431295,0.24553496,0.123519436,0.25116512,0.23512442,0.1189499,0.025706228
-3591.755065_448.5431295,0.14685932,0.10819791,0.28574893,0.21290265,0.1701179,0.07617335
-3591.755065_48.5431295,0.17348553,0.26652807,0.15870188,0.20511149,0.12385596,0.07231692
-3591.755065_548.5431295,0.118928,0.19585167,0.27678788,0.21784449,0.13823129,0.052356627
-3591.755065_648.5431295,0.13309024,0.10313925,0.31301022,0.28336096,0.14262801,0.024771295
-3591.755065_748.5431295,0.1895391,0.149571,0.22545786,0.2819022,0.11050837,0.04302153
-3591.755065_848.5431295,0.12566869,0.12849799,0.2709872,0.3243417,0.11375092,0.03675346
-3591.755065_948.5431295,0.15476726,0.142687,0.2181374,0.33556846,0.12564054,0.023199337
-3691.755065_-151.4568705,0.23189145,0.16688484,0.23242636,0.22634603,0.12443866,0.018012702
-3691.755065_-51.4568705,0.14082497,0.14524281,0.22366762,0.23975994,0.18406716,0.06643757
-3691.755065_1048.5431295,0.17532255,0.14648624,0.18845871,0.33962756,0.1265604,0.023544492
-3691.755065_1148.5431295,0.110817246,0.12792206,0.28310066,0.31149086,0.13710107,0.029568112
-3691.755065_1248.5431295,0.15252776,0.2045724,0.1959837,0.26933575,0.14917302,0.028407492
-3691.755065_1348.5431295,0.1713931,0.13196132,0.2311363,0.31919488,0.124660626,0.021653824
-3691.755065_148.5431295,0.22961959,0.11741942,0.14326245,0.17407368,0.22256857,0.1130563
-3691.755065_248.5431295,0.13980977,0.16000608,0.3019157,0.21656063,0.12162536,0.06008251
-3691.755065_348.5431295,0.23230654,0.0950082,0.24243592,0.20926833,0.085328035,0.13565299
-3691.755065_448.5431295,0.14751835,0.1036214,0.26861584,0.30658868,0.14789766,0.02575798
-3691.755065_48.5431295,0.18299095,0.15559815,0.2534178,0.25445846,0.11850852,0.035026107
-3691.755065_548.5431295,0.21186155,0.17930113,0.22189155,0.22653718,0.13095878,0.029449739
-3691.755065_648.5431295,0.13169587,0.09070658,0.36226717,0.30037767,0.096019275,0.018933458
-3691.755065_748.5431295,0.10497029,0.16684043,0.2125464,0.33240557,0.12954293,0.053694334
-3691.755065_848.5431295,0.20583212,0.21345285,0.1782632,0.27473772,0.10632597,0.02138808
-3691.755065_948.5431295,0.16769412,0.14253348,0.20790921,0.30513927,0.1490122,0.02771175
-3791.755065_-151.4568705,0.15258993,0.24931775,0.17607504,0.14375474,0.1942562,0.08400629
-3791.755065_-51.4568705,0.1276798,0.21999392,0.2457418,0.19754945,0.16694644,0.042088654
-3791.755065_1048.5431295,0.23537332,0.12280773,0.20345525,0.27974874,0.14034921,0.018265806
-3791.755065_1148.5431295,0.15531097,0.11668831,0.20854671,0.36160034,0.13377981,0.024073891
-3791.755065_1248.5431295,0.16570629,0.18745187,0.1965877,0.30016086,0.12059952,0.02949372
-3791.755065_1348.5431295,0.13327636,0.14572822,0.22646527,0.3166901,0.15327281,0.024567282
-3791.755065_148.5431295,0.20797051,0.13181676,0.23826988,0.24843542,0.108552255,0.06495518
-3791.755065_248.5431295,0.2267373,0.19786698,0.13722433,0.16362949,0.16913854,0.1054034
-3791.755065_348.5431295,0.15470754,0.0983665,0.28599426,0.2515184,0.11373254,0.09568069
-3791.755065_448.5431295,0.099300236,0.21043722,0.21963847,0.26606226,0.12578692,0.07877497
-3791.755065_48.5431295,0.08581623,0.20483285,0.26566002,0.2291875,0.1443543,0.07014901
-3791.755065_548.5431295,0.114351496,0.16093622,0.23955171,0.21124941,0.23572944,0.038181636
-3791.755065_648.5431295,0.116173476,0.13023491,0.28288105,0.25550473,0.15943892,0.05576693
-3791.755065_748.5431295,0.11093157,0.13465135,0.3072209,0.28046712,0.14128844,0.025440652
-3791.755065_848.5431295,0.18658848,0.20145708,0.15621033,0.21478207,0.16041334,0.0805487
-3791.755065_948.5431295,0.16350988,0.21376918,0.18675435,0.28643537,0.123943515,0.025587784
1011.1452947_-149.83643,0.22914109,0.1662717,0.25891244,0.19389014,0.114817604,0.036967035
1011.1452947_-249.83643,0.19975036,0.25448564,0.0985384,0.16316251,0.21289745,0.07116567
1011.1452947_-349.83643,0.1708643,0.13420174,0.31718007,0.22599503,0.11909091,0.032667954
1011.1452947_-449.83643,0.127629,0.14096351,0.315351,0.25568432,0.13317312,0.027199028
1011.1452947_-49.83643,0.19894347,0.1527859,0.26602212,0.21344765,0.13413948,0.03466135
1011.1452947_-549.83643,0.2256654,0.21778125,0.17238735,0.1587129,0.15974298,0.06571013
1011.1452947_150.16357,0.32425317,0.15468273,0.18892351,0.17150892,0.12655793,0.03407369
1011.1452947_250.16357,0.20035808,0.16000716,0.23405495,0.22393592,0.14913274,0.032511193
1011.1452947_350.16357,0.094863206,0.11608134,0.24950221,0.34984353,0.16355439,0.026155332
1011.1452947_450.16357,0.16713615,0.1721573,0.2251083,0.27043134,0.13778973,0.027377263
1011.1452947_50.16357,0.118591905,0.13970923,0.31058225,0.26775646,0.114528894,0.04883123
1011.1452947_550.16357,0.11506568,0.14375468,0.26574755,0.3066527,0.13850552,0.030273832
1011.1452947_650.16357,0.1951062,0.14350577,0.22234966,0.27411982,0.13262105,0.032297578
1011.1452947_750.16357,0.13245563,0.14382249,0.25794804,0.28742957,0.14282052,0.035523757
1011.1452947_850.16357,0.1710404,0.14749369,0.26133257,0.25891903,0.13053228,0.030682107
1011.1452947_950.16357,0.13924931,0.13844055,0.20689225,0.2537008,0.22001596,0.04170114
1111.1452947_-149.83643,0.1266883,0.096474744,0.40459585,0.2564174,0.099696755,0.016126843
1111.1452947_-249.83643,0.18183641,0.20244025,0.214536,0.2427795,0.1320266,0.026381249
1111.1452947_-349.83643,0.18375327,0.15207003,0.23023073,0.21832074,0.196014,0.019611241
1111.1452947_-449.83643,0.16920893,0.14978927,0.2603796,0.25151983,0.14327553,0.025826776
1111.1452947_-49.83643,0.22922775,0.1617611,0.23782274,0.19267963,0.11556849,0.06294027
1111.1452947_-549.83643,0.15186264,0.18533663,0.2304169,0.23073731,0.13056672,0.07107975
1111.1452947_150.16357,0.35275653,0.1719525,0.21906042,0.13892192,0.09018112,0.027127486
1111.1452947_250.16357,0.11164665,0.13042165,0.3009979,0.3054756,0.11937767,0.03208052
